fakeid,GEOID,AFK_h,ALA_h,ALP_h,BDL_h,BGM_h,BNT_h,BRT_h,CDF_h,CEN_h,CHA_h,CHL_h,CLF_h,CLI_h,CMT_h,COA_h,CWH_h,DAN_h,DRA_h,EAG_h,ELK_h,EMT_h,FAR_h,FCS_h,FFD_h,FRR_h,FTH_h,GLA_h,GOS_h,GRL_h,HAR_h,HDT_h,HEB_h,HER_h,HGH_h,HNF_h,HOL_h,HOO_h,HVL_h,IND_h,INT_h,KAY_h,KMS_h,KMT_h,LAY_h,LEH_h,LIN_h,MAP_h,MID_h,MLC_h,MMT_h,MRG_h,MSL_h,MUR_h,MWY_h,NOG_h,NSL_h,OGD_h,OKL_h,ORM_h,PAY_h,PGR_h,PLN_h,PRK_h,PRY_h,PVO_h,PVW_h,ROY_h,RVD_h,RVT_h,SAN_h,SAQ_h,SAR_h,SFK_h,SJC_h,SLC_h,SLM_h,SOG_h,SPV_h,SSL_h,SUN_h,SWE_h,SYR_h,TAY_h,TOO_h,UIN_h,VIN_h,WAT_h,WBG_h,WDL_h,WEB_h,WHT_h,WHV_h,WIL_h,WJC_h,WPT_h,WVC_h,WXC_h,TTL_h,AFK_w,ALA_w,ALP_w,BDL_w,BGM_w,BNT_w,BRT_w,CDF_w,CEN_w,CHA_w,CHL_w,CLF_w,CLI_w,CMT_w,COA_w,CWH_w,DAN_w,DRA_w,EAG_w,ELK_w,EMT_w,FAR_w,FCS_w,FFD_w,FRR_w,FTH_w,GLA_w,GOS_w,GRL_w,HAR_w,HDT_w,HEB_w,HER_w,HGH_w,HNF_w,HOL_w,HOO_w,HVL_w,IND_w,INT_w,KAY_w,KMS_w,KMT_w,LAY_w,LEH_w,LIN_w,MAP_w,MID_w,MLC_w,MMT_w,MRG_w,MSL_w,MUR_w,MWY_w,NOG_w,NSL_w,OGD_w,OKL_w,ORM_w,PAY_w,PGR_w,PLN_w,PRK_w,PRY_w,PVO_w,PVW_w,ROY_w,RVD_w,RVT_w,SAN_w,SAQ_w,SAR_w,SFK_w,SJC_w,SLC_w,SLM_w,SOG_w,SPV_w,SSL_w,SUN_w,SWE_w,SYR_w,TAY_w,TOO_w,UIN_w,VIN_w,WAT_w,WBG_w,WDL_w,WEB_w,WHT_w,WHV_w,WIL_w,WJC_w,WPT_w,WVC_w,WXC_w,TTL_w
1603,490490101273,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,16,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,4,2,2,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,2,0,74,44,0,3,5,0,0,0,0,1,0,1,2,0,0,0,12,0,35,3,1,0,1,0,0,0,0,0,0,0,0,0,5,5,6,0,5,0,0,0,0,2,0,2,4,120,20,2,12,14,0,0,0,26,0,0,9,4,0,60,4,22,0,0,0,69,0,1,1,4,35,0,15,11,23,75,3,1,9,8,1,1,1,11,2,0,0,1,0,1,0,0,0,0,8,0,26,0,759
1604,490490101281,84,0,34,24,3,5,0,2,0,1,30,3,1,2,1,15,0,60,112,1,1,6,1,0,0,0,4,1,2,0,0,5,44,55,0,18,1,0,0,0,6,0,13,8,264,24,14,26,26,7,1,0,22,1,2,3,4,0,203,26,117,1,4,1,144,0,2,1,51,72,19,97,62,55,64,10,3,47,10,1,1,3,22,7,1,0,1,0,3,2,5,0,1,62,1,40,1,2169,94,1,11,4,0,3,0,0,2,0,2,0,0,0,0,23,0,76,9,0,0,0,0,0,0,1,0,0,1,0,0,0,5,12,0,16,0,0,0,0,2,0,1,6,257,36,4,24,47,1,0,1,48,0,0,10,15,0,116,2,48,0,6,0,102,1,2,0,19,82,1,9,11,36,180,4,4,15,32,0,1,0,15,7,0,4,0,0,0,0,0,1,0,28,1,44,2,1557
1605,490490101282,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,2,1,1,0,0,0,0,0,0,0,0,5,0,3,0,0,0,6,0,0,0,0,2,1,3,0,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,47,34,0,3,2,0,1,0,0,0,0,0,0,1,0,0,8,0,35,2,0,0,0,0,0,0,0,0,0,3,0,0,1,2,3,0,4,0,0,0,0,1,0,1,3,95,11,1,9,16,0,0,0,21,0,0,2,3,0,35,2,7,0,2,0,34,0,0,2,7,35,1,4,4,22,52,1,0,4,6,0,0,0,9,2,0,0,0,0,0,0,0,0,0,9,0,12,0,528
1606,490490101283,429,1,157,140,9,47,1,7,11,1,123,22,5,8,3,98,4,339,554,16,3,22,2,2,4,8,11,1,13,1,1,22,212,194,0,62,3,1,1,0,35,5,37,39,1372,126,57,101,116,27,9,2,113,21,13,14,38,1,1133,167,502,4,10,1,755,4,15,5,175,403,99,622,377,305,321,43,9,302,37,3,3,15,101,26,1,7,5,0,12,7,21,6,1,271,5,146,11,11139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10
1607,490490101291,4,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,2,1,0,0,0,1,0,0,0,0,0,11,1,4,0,0,0,8,0,0,0,2,0,0,2,6,2,4,0,0,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,2,0,84,31,0,0,5,0,1,0,0,1,0,0,0,0,0,0,10,0,25,2,0,0,1,0,0,0,0,0,0,0,0,0,3,2,3,0,0,0,0,0,0,1,0,1,2,93,13,0,10,10,0,0,0,11,0,0,2,0,0,24,1,14,0,3,0,29,0,2,2,5,25,0,2,5,19,47,0,0,3,8,0,0,1,4,2,0,0,1,0,0,0,0,0,0,5,0,20,0,468
1608,490490101292,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,13,0,0,3,1,0,0,0,0,0,1,0,0,0,9,0,1,0,0,0,6,0,0,0,3,1,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,77,32,0,2,0,0,1,0,0,1,0,2,1,0,0,0,5,0,28,4,0,0,1,0,0,1,0,0,0,1,0,0,2,2,2,0,0,0,0,0,0,0,0,1,3,108,14,1,8,15,0,0,0,21,0,1,3,3,1,39,2,9,0,5,1,36,0,1,2,5,33,0,3,1,15,60,0,0,4,6,0,1,0,9,3,0,1,0,0,0,1,0,0,0,6,0,14,0,538
1609,490490101293,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,1,6,0,0,1,1,0,0,0,0,0,0,0,0,0,16,3,3,0,1,0,3,0,0,0,0,8,1,1,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,75,46,0,4,6,1,1,0,0,1,0,3,1,1,0,0,11,0,56,3,0,0,1,0,0,4,0,0,0,2,1,0,0,2,5,0,7,0,0,0,0,0,0,1,4,186,22,3,13,20,1,0,0,31,0,1,5,8,0,72,1,17,0,4,0,58,0,2,0,10,47,0,10,4,28,86,1,1,4,17,0,0,0,15,3,0,0,1,0,0,0,0,1,0,13,0,28,0,912
1610,490490101301,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,9,1,0,1,1,0,0,0,2,0,0,0,0,0,13,0,6,0,0,0,8,0,0,0,1,2,1,2,1,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,71,88,0,6,1,0,2,0,0,1,0,2,0,0,0,0,12,0,32,2,1,1,2,0,0,0,0,0,1,0,0,0,1,2,7,0,4,0,0,0,0,1,0,2,4,134,22,2,6,12,3,0,0,24,0,0,4,3,0,64,2,36,0,2,0,71,0,1,1,3,30,0,12,8,19,94,2,0,8,11,0,0,0,8,4,0,0,0,0,0,0,1,0,0,12,0,25,1,826
1611,490490101302,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,5,0,0,0,1,2,1,2,1,1,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,46,48,1,8,2,0,1,0,0,0,0,1,0,0,0,0,9,0,11,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,6,0,0,0,0,0,0,0,0,0,2,57,23,0,5,2,0,0,0,10,0,0,1,2,0,33,0,14,0,0,0,33,0,0,0,5,16,0,10,6,6,48,0,0,2,4,0,0,0,6,2,0,2,0,0,0,0,0,0,0,9,0,14,1,424
1612,490490101303,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7,1,1,1,0,0,0,0,6,0,0,0,1,0,18,1,4,0,1,0,7,0,1,0,0,0,0,3,6,1,0,0,0,3,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,87,87,0,6,2,1,4,0,0,1,0,4,0,0,0,0,15,1,30,1,1,0,0,0,0,0,0,1,0,0,1,0,2,2,11,0,5,0,0,0,0,1,0,0,9,121,43,1,7,13,0,0,1,20,0,0,4,6,0,95,5,46,0,1,0,79,0,1,0,6,37,1,13,9,18,99,0,1,12,11,0,0,0,10,1,0,0,0,0,2,0,0,0,0,18,2,20,0,921
1613,490490101311,268,0,43,22,5,30,0,2,11,0,74,5,4,1,3,25,4,98,182,13,1,4,0,1,0,4,5,1,4,2,2,23,86,90,1,18,2,0,2,0,21,0,26,28,444,100,41,35,40,8,1,2,48,8,1,9,24,0,767,70,336,1,6,0,433,1,11,0,82,134,50,179,153,89,87,21,5,148,13,1,3,8,62,31,0,1,4,0,7,3,5,3,0,104,7,52,5,4977,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,13,5,0,3,1,0,0,0,3,0,0,0,0,0,10,1,7,0,0,0,10,0,0,1,0,4,0,2,1,2,9,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,6,0,113
1614,490490101312,12,0,2,3,0,2,0,0,1,0,0,0,1,0,0,1,0,5,5,2,0,1,0,0,0,0,0,0,0,0,0,3,2,1,0,1,0,0,0,0,1,0,3,1,27,3,2,3,1,1,0,0,2,2,0,0,1,0,39,4,15,0,0,0,21,0,1,0,2,6,1,7,10,3,4,1,0,7,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,0,4,0,232,151,0,5,5,1,4,0,0,1,0,4,2,0,1,0,23,1,65,8,1,0,1,0,0,0,0,0,0,0,0,0,4,5,11,0,5,0,0,0,0,2,0,1,4,229,65,2,15,24,0,1,0,42,1,0,7,9,0,141,2,64,0,1,0,142,0,1,5,13,42,2,26,18,43,138,3,2,12,15,0,0,0,14,7,0,5,0,0,0,0,1,1,0,14,0,35,1,1490
1615,490490101313,33,0,8,11,3,7,0,0,0,0,8,3,2,1,0,3,2,14,30,4,0,2,0,0,1,0,3,2,2,1,0,2,10,23,0,3,0,0,0,0,1,0,5,7,54,27,8,6,2,9,0,0,4,0,0,1,5,0,213,30,48,1,1,3,137,2,7,1,10,19,22,21,68,6,6,13,1,57,0,1,0,1,7,9,0,0,2,0,0,0,1,3,0,20,0,15,2,1114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1616,490490101314,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,1,0,0,0,0,0,1,0,0,1,0,0,5,1,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37,12,1,1,0,0,0,0,0,0,0,0,1,0,0,0,7,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,4,25,15,0,5,2,0,0,0,6,0,0,1,0,0,17,1,4,0,0,0,15,0,0,0,3,7,0,4,4,2,15,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,3,0,6,0,188
1617,490490101320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,6,0,0,2,2,0,0,0,3,0,0,1,0,0,3,0,0,0,0,0,2,0,0,0,0,1,0,3,0,2,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,52
1618,490490101321,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,3,0,0,3,3,0,0,0,1,0,0,0,1,0,3,1,0,0,0,0,2,0,0,0,0,0,0,13,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,58,71,1,4,9,0,4,0,0,1,0,0,2,0,0,1,23,0,66,14,0,0,2,0,0,0,0,0,0,1,1,0,0,8,10,0,10,0,0,0,0,1,1,1,4,141,33,4,24,31,1,0,0,35,0,0,6,8,0,98,5,40,0,4,0,91,1,1,2,17,55,0,84,19,43,145,1,1,11,21,0,0,1,16,2,0,0,0,0,0,1,2,1,0,38,0,40,1,1314
1619,490490101322,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,1,1,0,0,2,0,0,0,0,0,1,0,1,0,0,1,8,0,1,0,1,2,0,14,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,56,40,0,6,4,0,1,0,0,1,0,1,1,0,0,0,19,0,37,3,1,0,2,0,0,0,0,0,0,1,0,0,3,5,3,0,7,0,0,0,0,0,2,1,1,92,24,2,18,18,0,0,0,21,0,0,8,4,0,50,6,25,0,1,0,55,0,0,0,12,35,0,25,11,31,83,0,0,12,10,0,0,1,7,3,0,0,0,0,0,0,0,0,0,21,0,25,1,771
1620,490490101323,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,4,0,1,0,1,2,0,15,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,52,28,0,4,2,0,1,0,0,0,0,1,0,1,0,0,11,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,0,0,0,0,0,0,0,1,51,11,3,6,14,0,0,0,17,0,0,5,4,0,45,1,13,0,3,1,32,0,0,4,7,16,0,21,6,21,49,0,0,3,13,0,0,0,7,1,0,0,0,0,0,0,0,0,0,13,0,18,1,489
1621,490490102081,8,0,28,4,0,1,0,1,0,0,10,0,1,0,0,3,0,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,1,0,0,0,1,0,2,1,10,2,1,3,2,0,0,0,2,0,1,0,0,0,12,1,9,0,1,0,10,0,0,0,3,2,1,2,3,11,2,2,1,2,2,0,0,0,2,3,0,0,0,0,0,0,0,0,0,2,0,4,0,197,41,0,29,4,0,1,0,0,1,0,3,1,0,0,0,14,0,40,3,1,0,1,0,0,0,0,0,0,0,0,0,6,0,27,0,3,0,0,0,0,1,1,0,3,67,23,0,6,13,2,0,0,20,0,0,5,8,0,49,4,21,0,1,0,77,0,2,3,6,26,0,6,4,19,84,0,0,12,6,0,0,0,5,1,0,0,0,0,0,0,0,0,0,14,0,18,2,713
1622,490490102082,10,0,48,5,0,2,0,0,0,1,14,3,2,0,0,0,0,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,5,39,0,1,0,0,0,0,0,2,2,0,52,5,2,5,5,2,0,0,5,1,0,2,2,0,27,2,15,0,0,0,15,0,2,0,11,8,5,15,4,7,4,1,1,10,1,0,0,1,5,1,0,0,0,0,0,0,0,0,0,7,0,2,0,408,34,0,34,5,0,4,0,0,0,0,4,0,0,0,0,13,0,28,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,37,0,2,0,0,0,0,1,0,0,4,49,22,0,4,7,2,0,0,15,0,0,1,4,0,42,0,18,0,1,0,59,0,1,0,5,25,0,8,9,15,71,0,0,5,6,0,0,0,0,1,0,1,0,0,0,0,0,1,0,9,0,15,0,594
1623,490490102083,14,0,54,1,1,0,0,0,0,1,12,0,0,0,0,4,0,9,27,0,0,2,0,1,0,0,0,1,0,0,0,3,4,45,0,3,0,0,0,0,2,0,3,3,20,3,0,0,4,1,1,0,1,6,0,0,6,0,32,0,11,0,0,0,14,1,1,0,9,9,3,11,6,10,10,0,1,12,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,5,0,416,44,0,40,5,0,2,0,0,1,0,5,3,0,1,0,15,0,32,5,0,0,1,0,0,0,0,0,0,0,0,0,5,1,33,0,3,0,0,0,0,1,1,0,6,62,18,3,7,10,1,0,0,20,0,2,5,2,0,47,2,19,0,0,0,69,1,1,2,8,23,1,5,6,20,68,2,2,7,7,0,0,0,3,0,0,1,1,0,0,0,1,0,0,7,1,20,0,696
1624,490490102091,18,0,29,2,0,1,0,0,0,0,4,0,0,0,0,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,0,2,0,0,0,0,1,0,0,1,25,0,0,0,2,0,0,1,0,0,0,0,1,1,18,0,8,1,0,0,10,0,0,0,6,2,2,4,4,0,3,3,0,3,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,220,40,0,39,4,1,3,0,0,0,0,2,1,1,0,0,8,0,23,0,1,0,2,0,0,0,1,0,0,0,0,0,1,1,16,0,6,0,0,0,0,2,1,0,5,67,21,0,5,23,1,0,0,22,0,0,4,7,0,50,0,29,0,2,0,46,0,0,0,3,34,0,7,2,18,62,0,1,4,15,0,0,1,7,0,0,2,0,0,0,0,0,0,0,13,0,19,0,652
1625,490490102092,3,0,16,0,0,0,0,0,0,0,8,0,0,0,0,3,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,1,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,0,0,0,0,1,1,0,10,0,2,0,0,0,4,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,88,38,1,38,5,0,3,0,0,0,0,4,1,0,0,0,9,0,22,2,0,0,2,0,0,0,0,0,0,0,0,0,0,4,21,0,2,0,0,0,0,0,0,1,2,55,20,1,5,12,0,0,0,15,0,0,2,2,0,49,0,20,0,2,0,53,0,0,2,8,20,0,5,3,9,53,3,0,8,16,0,0,2,8,0,0,1,2,0,0,0,1,0,0,5,0,20,0,580
1626,490490102093,9,0,22,0,0,0,0,0,0,0,7,0,0,0,0,3,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,1,0,0,0,2,0,12,0,7,0,0,0,8,0,0,0,2,3,0,3,2,0,3,0,1,2,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,5,0,1,0,143,31,1,42,2,1,2,0,0,0,0,5,1,0,0,0,7,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,14,0,5,0,0,0,0,0,0,1,2,44,11,2,4,8,0,0,0,14,0,0,0,6,0,41,1,22,0,4,0,48,1,3,0,3,19,0,4,3,15,66,0,0,4,9,0,0,0,3,1,0,1,0,0,0,1,1,2,0,12,0,13,2,518
1627,490490102094,20,0,60,1,2,1,0,0,1,0,24,0,0,0,0,9,0,9,16,0,0,1,0,0,1,0,1,0,1,0,0,0,4,38,0,1,0,0,0,0,0,1,3,1,26,3,2,0,8,0,0,0,0,1,0,0,2,1,28,4,24,0,0,0,17,0,2,0,6,4,1,11,5,5,3,1,1,3,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,4,1,2,0,393,50,1,33,6,0,2,0,0,1,0,7,4,1,0,0,8,0,30,2,0,0,1,0,0,0,0,0,0,0,1,0,4,2,22,0,4,0,0,0,0,2,2,1,0,82,17,2,6,15,0,0,0,20,0,0,1,2,0,59,4,25,0,0,0,70,0,0,3,9,27,1,3,7,17,80,1,1,7,14,0,1,1,6,1,0,2,1,0,0,1,0,1,0,16,0,16,0,735
1628,490490102101,11,0,1,0,0,0,0,0,0,0,16,0,1,1,0,0,0,3,5,0,0,0,0,0,0,0,1,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,10,3,3,0,1,0,0,0,1,0,0,0,0,0,10,0,16,0,0,0,6,0,0,0,0,1,3,8,4,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,122,43,0,7,4,0,2,0,0,1,0,31,1,0,0,1,10,0,28,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,10,0,0,0,0,0,0,2,0,1,6,75,28,2,11,9,0,0,0,20,0,1,3,4,0,107,4,48,0,3,0,78,0,3,0,5,26,1,2,9,18,73,1,0,6,9,0,0,0,7,5,0,0,1,0,0,0,0,1,0,8,1,10,2,765
1629,490490102102,18,0,5,0,1,0,0,0,0,0,48,1,1,0,0,1,0,5,2,1,0,0,1,0,0,0,0,0,0,1,0,0,3,6,0,0,0,0,0,0,0,0,2,5,21,2,1,3,7,1,0,0,12,0,0,1,3,0,15,0,34,0,0,0,17,0,1,0,3,5,0,5,4,4,9,1,0,1,1,2,1,0,2,1,0,0,0,0,1,0,0,0,0,6,0,11,1,293,74,0,12,3,2,2,0,0,0,0,24,0,0,0,0,12,0,34,2,0,0,2,0,0,0,0,0,0,0,1,0,3,1,21,0,2,0,0,0,0,1,0,0,3,104,34,3,11,16,0,0,0,25,3,0,5,9,1,110,2,54,0,7,0,110,0,0,3,6,35,1,5,7,21,77,1,2,10,13,0,0,2,9,3,0,1,0,0,0,1,0,2,1,7,0,21,0,975
1630,490490102103,4,0,2,1,0,1,0,0,0,0,28,1,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,1,0,10,2,3,0,0,1,0,0,1,0,0,0,1,0,6,1,9,0,1,0,6,0,2,0,1,4,1,3,6,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5,0,126,111,0,20,0,0,4,0,0,1,0,29,1,0,0,0,17,0,38,3,0,0,5,0,0,1,0,0,0,0,0,0,2,6,10,0,5,0,0,0,0,1,0,0,8,133,55,1,19,14,1,0,1,27,1,1,3,5,0,144,2,62,0,11,0,148,0,3,3,6,34,1,5,13,26,121,0,0,18,19,0,0,2,7,5,0,4,0,0,0,0,0,1,0,12,0,21,0,1243
1631,490490102111,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,4,0,0,0,0,0,0,0,0,0,5,0,0,0,3,5,0,0,0,0,0,0,0,0,1,1,14,2,0,1,3,2,0,0,3,0,1,1,8,0,15,1,9,0,0,0,16,2,1,0,2,7,0,6,3,0,5,2,2,3,1,0,0,0,3,40,0,0,0,0,0,0,0,0,0,3,0,5,1,225,29,2,34,1,1,2,0,1,2,0,1,1,0,0,0,10,0,17,3,0,0,1,0,0,0,0,0,0,1,1,0,1,4,15,0,2,0,0,0,0,0,0,1,2,53,13,1,3,3,1,0,0,23,0,0,0,5,0,35,1,16,0,2,0,38,0,0,0,3,14,1,1,3,14,44,0,1,2,6,0,0,1,2,1,0,1,0,0,0,0,0,0,0,7,0,13,0,457
1632,490490102112,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,25,13,1,10,1,1,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,12,1,0,1,2,0,0,0,1,0,0,0,0,0,11,0,5,0,1,0,11,0,0,1,1,2,0,0,1,2,16,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,120
1633,490490102113,8,0,22,0,0,2,0,0,0,0,1,1,0,0,0,0,0,5,1,1,0,0,1,0,0,0,1,0,5,1,0,0,0,4,0,0,0,0,0,0,0,0,0,2,9,1,0,0,1,0,0,0,2,0,0,0,1,1,8,0,3,0,0,0,4,0,0,0,2,3,0,7,0,0,3,0,0,3,1,0,0,0,2,9,0,0,0,0,0,0,1,1,0,2,0,2,0,127,54,2,34,2,0,2,0,0,3,0,1,0,0,0,0,14,0,20,2,0,1,0,0,0,0,0,0,0,0,0,0,2,2,13,0,3,0,0,0,0,1,0,0,2,59,17,0,4,10,0,0,0,14,0,0,2,4,0,34,1,17,0,4,0,40,0,0,1,1,23,1,4,8,12,67,1,0,3,4,0,0,0,10,1,0,0,0,0,0,1,0,1,0,11,0,10,0,548
1634,490490102114,36,0,77,2,0,4,0,0,1,0,13,1,0,0,1,6,0,21,20,3,0,1,0,0,0,0,0,0,48,0,0,4,11,34,1,3,0,0,0,0,1,2,4,5,64,13,8,3,8,3,2,0,6,1,1,1,7,1,75,4,31,0,0,0,47,1,1,1,6,9,2,29,5,11,12,3,1,11,4,0,1,1,7,165,0,0,2,1,0,0,0,0,0,23,0,11,2,953,41,1,36,1,0,0,0,0,1,0,1,1,0,0,0,12,0,26,2,1,0,0,0,0,0,0,0,0,1,0,0,2,1,12,0,2,0,0,0,0,0,1,0,7,68,12,1,8,9,0,0,0,18,0,1,1,3,0,39,2,17,0,1,0,45,0,0,1,1,17,1,3,4,10,58,1,3,3,8,0,0,1,7,2,0,0,0,0,0,0,0,0,0,12,0,15,1,543
