tract,fakeid,AFK_x,ALA_x,ALP_x,BDL_x,BDL_x.1,BGM_x,BNT_x,BRT_x,CDF_x,CEN_x,CHA_x,CHL_x,CLF_x,CLI_x,CMT_x,COA_x,CWH_x,DAN_x,DRA_x,DRA_x.1,EAG_x,ELK_x,EMT_x,FAR_x,FCS_x,FFD_x,FRR_x,FTH_x,GLA_x,GOS_x,GRL_x,HAR_x,HDT_x,HDT_x.1,HEB_x,HER_x,HGH_x,HNF_x,HOL_x,HOO_x,HVL_x,IND_x,INT_x,KAY_x,KMS_x,KMT_x,LAY_x,LEH_x,LIN_x,MAP_x,MID_x,MLC_x,MMT_x,MRG_x,MSL_x,MUR_x,MWY_x,NOG_x,NSL_x,OGD_x,OKL_x,ORM_x,PAY_x,PGR_x,PLN_x,PRK_x,PRK_x.1,PRY_x,PVO_x,PVW_x,ROY_x,RVD_x,RVT_x,SAN_x,SAQ_x,SAR_x,SFK_x,SJC_x,SLC_x,SLM_x,SOG_x,SPV_x,SSL_x,SUN_x,SWE_x,SYR_x,TAY_x,TOO_x,UIN_x,VIN_x,WAT_x,WBG_x,WDL_x,WEB_x,WHT_x,WHV_x,WIL_x,WJC_x,WPT_x,WVC_x,WXC_x,TTL_x,AFK_y,ALA_y,ALP_y,BDL_y,BDL_y.1,BGM_y,BNT_y,BRT_y,CDF_y,CEN_y,CHA_y,CHL_y,CLF_y,CLI_y,CMT_y,COA_y,CWH_y,DAN_y,DRA_y,DRA_y.1,EAG_y,ELK_y,EMT_y,FAR_y,FCS_y,FFD_y,FRR_y,FTH_y,GLA_y,GOS_y,GRL_y,HAR_y,HDT_y,HDT_y.1,HEB_y,HER_y,HGH_y,HNF_y,HOL_y,HOO_y,HVL_y,IND_y,INT_y,KAY_y,KMS_y,KMT_y,LAY_y,LEH_y,LIN_y,MAP_y,MID_y,MLC_y,MMT_y,MRG_y,MSL_y,MUR_y,MWY_y,NOG_y,NSL_y,OGD_y,OKL_y,ORM_y,PAY_y,PGR_y,PLN_y,PRK_y,PRK_y.1,PRY_y,PVO_y,PVW_y,ROY_y,RVD_y,RVT_y,SAN_y,SAQ_y,SAR_y,SFK_y,SJC_y,SLC_y,SLM_y,SOG_y,SPV_y,SSL_y,SUN_y,SWE_y,SYR_y,TAY_y,TOO_y,UIN_y,VIN_y,WAT_y,WBG_y,WDL_y,WEB_y,WHT_y,WHV_y,WIL_y,WJC_y,WPT_y,WVC_y,WXC_y,TTL_y
49005000401,195,8,0,3,3,3,102,36,0,0,16,1,2,19,14,0,4,11,1,13,13,9,0,0,12,0,0,5,1,0,0,11,5,0,0,19,5,5,2,9,11,1,0,0,21,2,10,52,11,1,1,12,13,10,3,2,16,5,14,11,74,2,32,11,5,5,2,2,10,28,8,35,5,12,31,5,2,9,18,54,0,13,16,14,4,2,8,21,36,2,0,7,0,0,8,1,10,6,29,7,28,7,5253,8,0,0,0,0,31,8,0,0,8,0,1,8,2,0,0,12,0,10,10,0,1,0,5,0,0,2,0,0,0,2,3,0,0,5,0,0,0,3,0,0,0,0,2,0,1,25,15,8,0,10,11,1,1,0,30,0,6,5,64,0,35,6,9,0,6,6,2,41,5,8,14,3,34,1,2,9,16,112,0,10,2,21,0,0,7,17,7,0,1,3,0,0,3,0,2,0,18,0,33,3,2047
49005000402,135,0,0,0,0,0,1,3,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,0,0,0,1,1,0,0,0,1,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,273,13,1,1,0,0,15,9,0,0,4,0,0,10,3,0,0,5,0,9,9,0,0,0,10,1,0,1,1,0,0,0,6,0,0,8,1,0,0,0,0,0,0,0,2,1,2,17,10,2,0,16,23,2,1,2,20,0,6,8,42,0,13,2,4,3,9,9,2,53,0,6,4,9,10,0,3,2,4,123,1,7,4,6,0,0,1,11,6,0,0,3,0,0,2,0,0,1,13,0,25,2,1899
49005000403,282,1,0,0,0,0,16,5,0,0,2,0,0,6,5,0,0,4,0,6,6,1,0,1,2,0,0,2,0,0,0,5,1,0,0,1,3,1,0,2,2,0,0,0,6,0,4,11,1,1,0,2,1,3,2,1,1,1,7,1,19,0,1,3,0,2,6,6,11,2,4,11,1,2,7,0,0,2,1,11,0,3,1,2,1,0,4,7,8,0,0,0,0,0,1,1,3,0,6,1,9,3,2048,11,0,2,2,2,41,10,0,0,2,0,1,17,4,0,0,3,0,18,18,0,1,0,4,0,0,1,0,0,0,2,7,0,0,4,1,1,0,1,0,0,0,0,3,1,3,40,7,3,2,10,18,1,0,1,34,0,5,10,81,0,34,0,3,1,6,6,4,54,1,12,19,6,20,1,3,6,7,110,0,6,3,16,1,2,3,15,6,0,2,3,0,0,2,0,4,1,21,0,32,3,2959
49005000501,298,1,0,1,1,1,29,10,0,0,4,0,1,4,5,0,0,2,0,6,6,1,1,1,3,0,0,2,0,0,0,2,1,0,0,5,1,3,1,2,2,0,0,0,4,0,2,8,5,0,1,2,2,1,0,0,1,3,0,3,3,0,6,2,4,0,1,1,3,4,1,6,2,7,11,3,1,3,4,7,0,0,5,2,0,0,2,8,14,0,0,0,0,0,2,0,3,3,6,3,8,2,2467,13,0,0,0,0,37,10,0,0,3,0,1,8,5,0,0,7,0,12,12,0,0,0,8,0,0,1,0,0,0,2,6,0,0,6,4,0,0,4,0,0,0,0,4,0,4,38,19,3,0,10,16,1,0,0,36,1,5,8,55,0,55,2,3,0,7,7,3,45,2,12,11,6,21,1,0,8,8,106,0,11,3,20,0,0,2,25,4,0,3,0,0,0,1,0,3,0,19,0,41,4,2660
49005000502,155,12,0,3,1,1,70,17,0,0,6,2,3,19,12,0,1,6,0,7,7,11,0,1,12,0,0,5,4,0,0,7,3,2,2,12,7,3,0,3,2,1,0,0,16,1,7,32,17,7,1,8,11,7,4,2,17,8,11,7,40,4,41,9,14,2,6,6,20,32,6,26,7,9,22,8,8,11,15,42,3,12,11,3,4,1,17,16,26,0,0,4,0,0,1,0,4,2,35,6,16,7,4345,19,0,3,3,3,54,8,0,0,5,0,2,21,7,0,0,13,0,28,28,0,0,0,2,0,0,6,1,0,0,1,5,0,0,16,1,2,0,5,3,0,0,0,9,0,0,54,20,8,0,11,17,3,0,4,42,0,5,13,91,0,64,6,6,0,2,2,2,68,5,8,25,21,36,0,4,9,24,131,2,13,2,25,1,1,1,25,11,1,1,4,0,0,4,0,4,1,31,2,50,7,3264
49005000601,322,3,0,1,0,0,8,2,1,0,0,0,0,5,2,0,0,1,0,3,3,1,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,2,0,3,7,2,0,0,3,0,1,0,0,2,0,3,1,13,0,10,2,6,3,1,1,1,8,1,7,0,3,4,0,0,2,3,7,0,2,1,1,0,2,2,2,1,0,0,0,0,0,1,0,2,1,7,2,2,0,492,14,0,1,1,1,14,6,0,0,3,0,1,5,6,0,0,6,0,14,14,0,0,0,9,0,0,4,0,0,0,0,3,0,0,4,0,0,0,3,1,0,0,0,6,0,1,15,14,3,1,2,7,1,0,1,23,0,5,6,35,0,41,2,3,0,5,5,3,41,2,3,9,5,13,0,1,1,8,57,0,6,3,7,1,0,1,10,3,0,2,2,0,0,2,0,4,0,11,0,19,0,1314
49005000602,252,16,0,10,4,4,61,23,0,1,11,2,6,21,10,0,3,13,0,24,24,15,1,0,10,0,0,6,4,1,0,8,8,0,0,17,11,15,0,9,7,0,0,0,15,1,10,39,27,5,8,13,11,9,5,1,17,4,9,7,81,1,45,23,20,9,10,10,20,47,8,37,6,18,32,3,13,23,23,59,6,12,15,3,4,7,16,19,21,1,0,8,1,0,2,0,4,5,20,6,37,5,2949,11,0,1,2,2,17,6,0,0,2,0,0,7,3,0,0,2,0,19,19,0,0,0,6,0,0,3,0,0,0,1,2,0,0,3,0,0,0,1,0,0,0,0,3,0,0,21,14,4,0,3,5,1,0,0,6,0,1,4,27,0,22,2,1,1,4,4,3,38,4,6,9,4,12,0,1,6,8,49,0,5,4,1,1,0,1,7,6,0,1,4,0,0,2,1,0,0,5,0,24,2,1152
49005000701,261,1,0,0,0,0,22,7,0,0,1,0,0,2,1,0,0,2,0,4,4,0,0,0,7,0,0,1,2,0,0,0,1,0,0,6,1,3,0,1,0,0,0,0,3,0,1,9,5,0,1,0,4,2,0,0,1,0,2,1,6,0,5,2,4,0,1,1,7,5,2,1,2,1,1,1,5,2,1,14,2,2,0,1,0,1,0,3,15,0,0,1,0,0,0,0,2,1,3,2,6,1,977,11,1,2,2,2,21,12,0,0,5,0,0,15,5,0,0,5,0,16,16,1,0,0,7,0,0,1,0,0,0,0,7,0,0,7,2,2,0,3,1,0,0,0,0,0,0,20,2,3,0,7,12,1,0,1,17,2,5,2,38,0,31,0,5,0,3,3,2,19,1,3,11,2,12,0,1,0,13,76,1,7,0,12,2,0,1,14,3,0,2,5,0,0,0,3,4,1,12,0,22,1,1953
49005000702,179,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,74,3,0,0,0,0,6,4,0,0,2,0,2,5,1,0,0,4,0,6,6,0,0,0,2,0,0,2,0,0,0,0,2,0,0,5,0,1,0,0,0,0,0,0,1,0,0,13,7,1,3,2,3,0,0,1,10,0,0,4,19,0,16,0,6,0,2,2,0,22,1,1,9,3,11,1,0,1,7,30,0,2,0,6,1,1,4,3,4,0,0,0,0,0,0,0,1,1,5,1,12,0,636
49005000800,370,7,0,2,0,0,74,23,0,1,8,0,4,12,16,0,1,8,0,7,7,7,0,2,11,0,0,3,5,1,2,8,8,0,0,8,5,2,0,7,2,0,0,0,18,2,9,42,19,6,2,9,15,6,10,4,11,0,10,8,52,1,33,5,14,4,8,8,15,24,6,25,2,10,16,1,4,9,6,60,3,11,10,7,4,2,11,13,28,0,0,3,0,1,2,0,9,7,19,4,37,6,5079,17,0,0,0,0,26,8,0,0,9,1,2,11,7,0,0,5,0,23,23,2,1,0,5,0,0,1,0,0,0,2,2,0,0,9,4,1,0,5,2,0,0,0,4,0,3,32,9,7,0,4,15,2,2,3,20,1,5,11,60,0,45,0,11,2,5,5,3,58,4,12,20,8,25,1,3,0,7,96,0,2,2,13,0,0,4,22,8,0,1,2,0,0,2,0,3,0,19,2,24,2,2158
49005000900,288,6,0,0,2,2,4,4,0,0,1,0,1,3,2,0,0,1,0,3,3,1,0,0,1,0,0,0,1,0,0,3,0,0,0,4,0,0,0,3,0,1,0,0,2,0,3,8,1,1,0,2,3,2,1,0,3,1,2,1,15,1,13,0,3,1,0,0,0,15,1,8,1,2,2,1,1,3,5,10,1,0,0,2,2,0,4,1,5,0,0,0,0,0,0,0,0,0,3,2,5,2,582,10,0,0,0,0,26,8,0,0,1,0,0,10,1,1,0,6,1,14,14,0,0,0,9,0,0,3,0,0,0,0,6,0,0,7,2,0,0,3,0,0,0,0,4,0,1,36,7,3,0,11,17,3,3,0,20,1,1,8,54,0,51,1,1,1,3,3,0,46,4,6,11,6,12,0,0,1,4,80,0,6,0,10,0,0,3,15,5,0,1,2,0,0,5,0,3,0,19,0,20,5,1736
49005001001,197,0,0,0,0,0,8,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,3,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,147,8,0,1,1,1,23,6,1,0,6,0,0,6,3,0,0,5,0,11,11,1,0,0,1,0,0,1,0,0,0,1,6,0,0,1,1,0,0,1,0,0,0,0,2,0,3,30,4,4,0,7,11,3,0,3,12,0,1,6,46,0,34,2,4,0,8,8,0,27,2,13,15,4,20,0,5,1,5,79,2,3,4,11,2,2,1,12,12,0,0,2,0,0,1,1,2,0,16,2,21,2,1677
49005001002,406,1,0,3,3,3,47,15,0,0,7,0,0,16,5,0,0,5,0,7,7,2,1,1,4,0,0,5,1,0,1,2,2,1,1,8,7,5,0,5,4,1,1,1,12,2,5,26,5,3,2,6,16,4,2,0,13,1,16,10,34,0,15,6,8,3,4,4,12,12,3,11,3,6,12,2,3,8,14,23,1,7,2,2,2,4,7,6,20,1,0,2,0,0,1,1,3,4,20,6,9,3,3835,12,0,1,0,0,41,17,0,0,6,0,0,13,7,0,0,4,0,11,11,0,0,0,3,0,0,5,0,0,0,1,3,0,0,2,1,0,0,2,0,0,0,0,3,1,3,35,25,2,0,1,22,3,1,4,26,0,2,14,62,0,50,1,2,1,6,6,2,71,3,10,15,5,22,1,3,5,10,88,0,10,3,20,1,4,1,21,2,1,4,3,0,0,1,1,0,0,20,0,36,2,2395
49005001101,315,7,0,2,1,1,73,14,0,0,5,0,1,16,3,0,0,3,0,5,5,7,2,0,3,1,0,2,2,1,1,9,2,1,1,11,1,5,2,5,4,0,1,0,8,0,4,24,7,4,1,4,16,4,1,3,12,1,8,6,40,0,18,5,11,3,5,5,12,20,2,17,3,5,17,2,8,8,11,35,4,5,8,4,6,3,9,7,30,2,0,4,0,0,2,1,2,4,29,1,21,4,2810,19,0,2,2,2,68,8,0,0,8,0,0,19,7,0,0,8,1,21,21,0,0,0,4,0,0,2,0,0,0,0,6,0,0,9,1,1,0,5,1,0,0,0,8,0,3,41,17,6,1,15,23,2,0,5,27,0,4,13,74,0,24,2,6,0,5,5,4,46,5,6,7,5,27,0,2,2,12,136,0,8,3,23,1,2,4,19,11,0,2,2,0,0,0,0,3,0,16,0,38,4,2859
49005001102,324,1,0,2,1,1,29,9,0,0,2,0,1,14,4,0,2,6,0,5,5,0,0,0,5,0,0,2,0,0,0,0,1,0,0,1,2,4,0,4,0,0,0,0,5,0,2,20,4,2,2,1,7,2,1,0,7,0,3,7,11,0,10,2,3,2,4,4,5,9,2,10,1,7,17,0,1,3,12,26,1,7,3,3,1,3,9,11,6,0,0,3,0,0,1,3,1,1,17,3,8,4,2311,10,1,1,1,1,46,4,0,0,4,0,0,16,0,0,1,6,0,16,16,0,2,0,4,0,0,1,0,0,0,0,2,0,0,8,3,1,0,6,0,0,0,0,5,0,3,37,16,7,0,4,22,1,2,1,31,0,7,10,53,0,38,1,0,0,7,7,6,42,3,8,8,2,22,1,1,2,22,135,0,4,3,6,0,0,2,14,5,0,2,8,0,0,3,3,4,0,11,0,37,1,2650
49005001201,333,1,0,0,1,1,7,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,3,1,0,0,3,0,1,3,1,0,1,2,3,2,0,0,1,0,2,2,21,0,8,2,0,0,0,0,0,2,0,4,3,0,2,0,0,1,2,8,0,3,0,1,0,0,2,5,3,0,0,2,0,0,1,0,0,0,10,0,7,1,713,9,0,1,2,2,29,10,0,0,5,1,2,13,2,0,1,1,0,15,15,3,0,0,10,0,0,3,1,0,0,0,1,0,0,2,1,1,0,1,0,0,0,0,11,0,1,19,13,7,0,6,27,1,2,1,32,2,3,7,79,0,40,1,6,1,4,4,1,41,5,9,9,7,16,0,0,5,13,131,1,6,6,30,0,2,0,7,6,0,0,0,0,0,1,0,3,0,9,2,43,4,2565
49005001202,342,2,0,1,0,0,26,5,0,0,4,0,0,1,2,0,1,2,0,2,2,5,0,0,0,1,0,1,1,0,1,2,0,0,0,5,1,1,0,2,0,0,0,0,1,0,1,7,2,0,0,0,3,1,1,0,2,1,0,0,21,0,9,2,3,2,1,1,3,14,2,6,0,2,2,0,1,2,3,4,0,3,3,0,0,0,4,3,3,1,0,4,0,1,1,1,3,2,1,0,3,2,1519,19,0,2,2,2,80,15,0,0,9,0,0,29,3,0,0,18,0,14,14,1,2,0,4,0,0,6,0,0,0,0,2,0,0,9,0,0,0,2,0,0,0,0,5,1,8,33,18,2,0,12,16,2,2,1,35,2,5,15,96,1,29,1,10,2,9,9,4,60,9,11,17,7,29,0,3,10,15,143,2,12,3,13,0,1,7,12,4,2,2,1,0,0,2,0,4,1,18,1,46,4,3249
49005001300,351,1,0,0,0,0,17,4,0,0,1,0,0,5,4,0,0,0,1,1,1,0,0,0,2,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,2,0,0,4,1,1,4,1,0,0,1,3,1,1,0,2,0,5,1,14,0,4,2,2,5,1,1,3,1,2,4,5,0,6,1,0,0,3,7,1,2,0,0,0,0,1,2,4,0,0,2,0,0,0,0,1,1,3,1,3,0,866,19,0,2,3,3,117,8,0,0,5,0,0,15,3,0,0,4,1,25,25,1,0,0,6,0,0,7,0,0,0,1,5,0,0,10,2,1,0,6,1,1,0,0,5,0,1,35,17,0,0,17,17,4,2,5,25,1,3,18,108,0,48,3,2,1,5,5,9,56,3,20,10,5,37,0,2,10,14,173,1,11,7,22,1,0,5,22,10,1,2,4,0,0,1,0,4,4,24,3,46,7,3052
49005001401,360,0,0,0,0,0,16,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,1,3,0,10,0,2,1,1,1,1,1,3,0,1,3,1,2,2,0,2,1,1,2,0,3,0,0,0,0,0,3,5,0,0,2,0,0,0,0,0,3,3,0,2,0,684,12,0,3,3,3,47,7,0,0,3,0,0,20,5,0,0,9,0,14,14,8,0,0,13,0,0,6,0,0,0,0,5,0,0,8,1,4,0,3,1,0,0,0,6,0,3,28,8,5,0,24,17,2,5,4,34,0,5,3,70,0,45,3,1,0,4,4,3,49,4,8,15,5,35,1,2,4,8,126,0,6,1,14,1,1,5,14,4,0,2,1,0,0,0,0,1,2,18,2,32,2,2516
49005001402,369,1,0,0,0,0,24,3,0,0,0,0,0,5,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,1,1,5,0,0,0,0,3,2,0,2,0,0,2,1,137,0,0,0,0,4,2,2,5,1,4,14,0,2,0,0,0,0,0,13,0,9,2,2,1,1,3,6,7,1,0,0,0,0,0,1,1,0,5,1,12,0,1995,10,0,0,2,2,56,17,0,0,2,0,1,14,7,0,1,9,0,13,13,0,0,0,1,0,0,2,0,0,0,0,2,0,0,4,6,3,1,4,0,0,0,0,5,0,1,36,13,2,2,7,14,1,3,0,40,0,6,18,78,0,25,2,1,0,5,5,2,26,4,10,10,9,25,0,0,4,13,143,0,8,4,11,1,2,3,15,8,0,1,1,0,0,3,0,1,1,21,2,43,0,2138
49005001500,251,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,167,5,0,2,0,0,34,4,0,0,6,0,0,3,3,0,0,3,0,4,4,1,0,0,2,0,0,6,0,0,1,0,1,0,0,6,0,1,0,3,0,0,0,0,3,0,1,9,5,0,1,5,5,3,2,0,24,0,2,1,37,0,15,2,2,3,1,1,1,21,13,5,6,2,9,0,0,8,11,68,0,1,5,9,1,0,2,4,6,0,1,3,0,1,1,0,3,0,16,1,24,0,1072
49005980100,127,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,163,1,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,3,0,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,1,3,0,0,0,0,3,0,1,3,4,3,2,2,4,2,1,1,3,0,0,0,10,0,4,1,2,1,4,4,0,10,0,2,0,2,7,0,0,1,3,15,0,3,1,4,0,0,0,3,1,0,0,1,0,0,0,0,0,0,6,1,7,0,212
49007000100,257,3,0,3,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,2,2,4,0,0,1,1,0,1,0,0,1,0,1,0,0,2,1,2,0,1,0,0,0,0,0,0,2,2,9,0,0,0,3,2,0,0,6,0,0,4,8,1,4,1,1,1,2,2,0,2,1,2,1,2,3,0,1,6,3,12,2,1,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,7,1,6,0,882,10,1,4,3,3,0,2,0,0,0,1,1,2,1,0,0,4,0,25,25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,11,2,2,0,5,0,0,0,0,3,0,1,16,8,7,7,6,16,0,0,2,18,0,0,1,15,0,28,12,3,0,6,6,0,52,0,3,4,4,12,8,3,14,6,96,2,1,4,8,2,0,0,20,6,0,1,0,0,0,1,1,2,0,9,1,27,0,1553
49007000200,393,2,0,1,0,0,2,2,0,0,0,0,1,3,1,0,6,3,0,2,2,5,1,0,0,0,0,0,0,2,0,1,0,0,0,5,0,4,1,3,0,0,0,1,1,0,4,3,9,1,0,1,8,1,1,0,3,4,1,1,4,0,8,1,3,0,2,2,1,24,1,0,0,2,8,3,4,8,3,10,2,3,7,2,0,0,0,1,6,0,1,2,0,0,0,0,1,1,13,0,8,2,1483,22,0,0,2,2,5,2,0,1,0,0,1,2,2,0,0,13,0,33,33,2,0,0,1,0,0,0,0,1,0,1,0,1,1,10,3,0,0,1,0,0,0,0,1,0,0,13,14,6,2,14,15,1,0,3,16,0,1,4,28,0,39,13,2,0,2,2,1,60,0,0,5,5,23,1,4,9,18,120,2,4,9,9,0,0,2,38,5,0,3,0,0,0,1,0,5,1,18,2,29,1,2018
49007000300,538,7,1,2,0,0,9,2,0,0,3,0,2,2,4,0,0,2,1,5,5,2,0,0,2,2,0,1,0,0,0,2,0,0,0,11,3,3,1,7,2,0,0,0,2,2,7,8,15,3,3,4,11,2,0,1,7,2,3,2,11,1,19,8,6,1,3,3,1,22,1,7,2,7,11,3,9,4,5,31,1,1,12,4,0,0,3,7,11,0,0,3,0,0,1,2,0,0,19,2,13,0,2694,20,0,5,1,1,1,1,0,0,0,0,2,2,1,0,0,2,0,33,33,2,1,0,1,0,0,1,0,0,0,1,0,0,0,9,1,2,0,2,0,0,0,0,3,4,1,9,18,15,1,12,15,1,0,0,24,1,3,7,29,0,41,4,6,0,1,1,0,61,0,2,8,8,28,1,2,11,17,102,1,0,10,10,2,0,1,16,0,0,0,0,0,0,0,0,3,0,12,0,45,1,1958
49007000500,414,2,0,2,1,1,1,1,0,0,0,0,2,0,1,0,0,0,0,6,6,9,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,5,1,4,0,0,0,0,0,1,2,5,15,1,1,6,5,2,0,0,2,0,0,1,1,0,6,9,1,0,0,0,0,16,0,1,0,1,4,5,8,14,1,11,6,0,12,0,0,0,1,3,1,0,0,0,0,1,0,0,0,0,5,0,9,0,1791,21,0,4,1,1,7,2,0,0,3,1,3,2,0,0,1,8,0,29,29,3,0,0,0,0,0,2,1,1,1,1,0,0,0,3,6,4,0,7,0,0,0,0,2,0,0,16,10,8,4,8,9,1,0,3,26,2,1,8,22,0,25,11,1,0,1,1,0,56,1,0,2,6,23,1,0,6,15,135,0,1,10,14,0,0,5,16,6,0,2,0,0,0,0,0,4,0,12,0,47,4,2056
49007000600,423,0,0,2,1,1,1,2,0,0,0,0,2,1,0,0,0,4,0,1,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,1,0,0,2,2,1,0,2,2,1,0,0,0,0,0,0,3,0,11,3,6,0,2,2,0,10,1,2,1,2,0,0,1,2,1,9,1,0,4,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,3,0,4,1,856,24,0,7,3,3,3,7,0,0,2,1,1,7,0,0,0,8,1,25,25,0,0,0,2,0,0,2,0,0,0,0,0,0,0,7,3,2,0,7,0,0,0,0,1,0,1,12,22,8,9,19,13,0,0,0,13,0,0,12,20,0,32,8,5,0,5,5,1,48,1,6,2,6,14,0,1,19,13,120,2,2,14,6,0,2,2,22,10,0,0,0,0,0,0,0,3,0,16,1,36,0,1950
49009960100,143,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,2,0,215,2,0,0,0,0,1,2,0,0,0,0,0,3,0,0,0,2,0,3,3,0,0,0,2,0,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,3,1,0,0,0,1,0,2,4,5,0,2,1,4,0,0,0,1,8,1,1,0,0,1,0,0,0,1,30,0,1,1,3,1,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0,3,0,281
49011125102,289,1,0,0,0,0,3,20,0,0,3,0,1,10,2,0,0,1,1,3,3,3,0,0,6,0,0,3,29,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,17,0,1,51,3,0,0,3,0,1,1,0,2,0,1,3,18,0,3,1,0,0,2,2,0,2,3,4,1,2,2,0,1,2,1,16,0,2,1,1,0,10,6,2,0,0,0,3,0,0,1,0,6,1,5,8,16,2,316,12,0,2,2,2,7,66,0,0,23,0,1,84,6,0,0,14,0,16,16,0,0,0,130,0,0,8,29,0,0,0,1,0,0,1,0,0,0,4,2,0,0,0,107,0,0,188,8,1,0,14,38,0,4,3,39,1,9,35,135,0,16,0,1,0,2,2,1,16,4,24,7,5,27,0,1,1,14,332,1,31,3,25,2,2,12,6,4,0,1,12,0,0,6,0,8,0,14,6,56,24,1742
49011125103,441,4,0,2,0,0,14,25,0,0,7,0,1,61,30,0,1,7,0,7,7,2,1,0,23,0,0,7,6,0,0,1,9,0,0,7,4,1,0,4,15,0,0,0,71,0,5,245,6,0,0,1,4,1,13,4,4,0,17,12,107,0,11,2,2,17,0,0,1,7,8,83,15,3,15,0,2,5,5,28,1,51,5,1,8,69,69,7,7,0,0,9,0,0,2,0,25,0,16,29,7,3,1376,9,0,2,2,2,8,59,0,0,37,0,0,130,17,0,0,14,0,20,20,0,0,0,87,0,0,14,7,0,0,0,7,0,0,5,2,2,0,7,0,0,0,0,72,0,3,348,12,2,0,11,27,1,3,15,33,0,17,55,377,0,16,0,2,3,5,5,0,18,8,67,62,3,30,0,2,2,16,350,0,100,3,23,17,41,32,17,3,2,0,43,0,0,13,0,23,0,19,6,63,25,2561
