,blockG,BE_H,CA_H,DA_H,JU_H,MN_H,SL_H,SU_H,TU_H,WA_H,WB_H,TTL_H,BE_W,CA_W,DA_W,JU_W,MN_W,SL_W,SU_W,TU_W,WA_W,WB_W,TTL_W
1140,490001052,1.0,1.0,0.0,0.0,0.0,15.0,0.0,1.0,0.0,0.0,89.0,1,7,20,2,1,423,13,2,4,16,1125
1141,490002031,3.0,12.0,26.0,13.0,1.0,191.0,3.0,16.0,14.0,26.0,1021.0,3,2,6,2,0,114,1,3,0,4,487
1142,490002032,4.0,20.0,45.0,8.0,0.0,300.0,3.0,10.0,13.0,53.0,1148.0,2,8,17,3,0,231,5,0,4,8,907
1143,490002033,7.0,26.0,48.0,5.0,1.0,207.0,3.0,16.0,13.0,19.0,1174.0,2,3,12,1,1,139,5,3,2,9,531
1144,490002041,1.0,5.0,6.0,0.0,0.0,40.0,1.0,1.0,1.0,7.0,187.0,1,0,11,0,0,110,5,0,0,8,463
1145,490002042,1.0,4.0,3.0,1.0,0.0,47.0,0.0,3.0,1.0,4.0,169.0,1,5,15,0,0,168,6,3,2,14,786
1146,490002043,0.0,0.0,5.0,0.0,2.0,42.0,1.0,2.0,6.0,4.0,763.0,0,2,6,0,0,121,2,2,6,7,530
1147,490002044,1.0,3.0,7.0,1.0,0.0,59.0,1.0,1.0,1.0,8.0,297.0,3,4,13,0,0,132,3,1,4,3,514
1148,490002045,45.0,108.0,235.0,7.0,11.0,1233.0,25.0,68.0,46.0,159.0,4667.0,0,2,4,0,0,96,3,2,1,6,326
1149,490002051,3.0,3.0,7.0,1.0,1.0,23.0,2.0,6.0,0.0,3.0,154.0,1,6,13,1,0,163,3,2,6,14,693
1150,490002052,1.0,3.0,9.0,0.0,0.0,26.0,1.0,2.0,0.0,3.0,179.0,1,6,29,0,0,241,5,4,5,17,958
1151,490002061,0.0,1.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,52.0,2,4,9,1,0,176,6,2,5,7,671
1152,490002062,0.0,1.0,0.0,0.0,0.0,27.0,2.0,3.0,0.0,0.0,213.0,4,6,16,0,0,218,6,3,4,17,822
1153,490004001,11.0,18.0,61.0,10.0,2.0,336.0,10.0,26.0,19.0,24.0,1815.0,1,5,15,1,0,173,4,3,2,12,796
1154,490004002,30.0,48.0,174.0,15.0,5.0,1031.0,36.0,63.0,27.0,69.0,5442.0,0,7,15,2,0,232,2,6,10,15,963
1155,490005041,1.0,5.0,2.0,2.0,0.0,13.0,2.0,1.0,1.0,0.0,192.0,0,2,12,0,0,120,3,0,1,7,616
1156,490005042,0.0,1.0,0.0,0.0,0.0,9.0,2.0,1.0,0.0,0.0,164.0,0,4,10,1,0,123,2,1,0,9,545
1157,490005043,0.0,2.0,7.0,0.0,0.0,7.0,1.0,4.0,1.0,1.0,119.0,0,5,23,0,1,165,4,2,3,16,719
1158,490005051,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,25.0,1,7,14,0,0,137,2,2,2,7,586
1159,490005052,0.0,0.0,4.0,0.0,0.0,5.0,4.0,0.0,0.0,2.0,55.0,1,5,8,0,0,135,2,2,0,11,543
1160,490005053,0.0,1.0,4.0,0.0,0.0,28.0,1.0,2.0,1.0,0.0,171.0,1,2,13,0,0,74,1,0,1,3,319
1161,490005061,3.0,1.0,17.0,2.0,0.0,85.0,6.0,7.0,8.0,11.0,545.0,1,5,13,0,0,220,9,5,6,17,947
1162,490005062,2.0,3.0,3.0,2.0,0.0,50.0,2.0,3.0,5.0,4.0,557.0,3,9,19,0,0,177,3,3,1,14,835
1163,490005071,3.0,9.0,26.0,4.0,2.0,191.0,5.0,9.0,9.0,24.0,2245.0,1,2,6,0,0,126,4,3,7,15,572
1164,490005072,0.0,5.0,2.0,2.0,0.0,42.0,0.0,1.0,2.0,2.0,116.0,0,1,8,1,0,110,2,3,5,4,510
1165,490005081,2.0,4.0,9.0,0.0,0.0,77.0,1.0,2.0,5.0,15.0,420.0,3,4,19,1,1,218,6,6,7,17,945
1166,490005082,0.0,2.0,2.0,0.0,0.0,19.0,2.0,2.0,2.0,1.0,181.0,1,4,14,0,0,157,2,1,0,13,645
1167,490005083,0.0,1.0,1.0,0.0,1.0,12.0,0.0,1.0,4.0,1.0,98.0,0,4,15,0,0,133,1,1,1,6,585
1168,490005091,8.0,21.0,21.0,3.0,0.0,207.0,5.0,19.0,12.0,22.0,1165.0,7,12,32,2,1,333,10,7,3,26,1484
1169,490005092,12.0,12.0,26.0,19.0,2.0,189.0,7.0,13.0,14.0,28.0,1257.0,0,6,16,1,1,226,6,3,4,18,1046
1170,490005093,3.0,13.0,28.0,11.0,1.0,174.0,7.0,14.0,16.0,22.0,1177.0,0,8,8,2,0,135,2,4,10,8,704
1171,490006011,22.0,53.0,120.0,47.0,10.0,809.0,20.0,49.0,50.0,80.0,5082.0,1,4,10,1,0,140,6,6,1,15,722
1172,490006012,22.0,33.0,88.0,21.0,7.0,802.0,26.0,42.0,55.0,85.0,4535.0,2,8,18,0,0,206,5,3,4,15,918
1173,490006031,1.0,4.0,15.0,6.0,3.0,110.0,5.0,4.0,10.0,7.0,816.0,2,4,11,0,0,204,4,1,5,13,814
1174,490006032,2.0,0.0,2.0,0.0,0.0,16.0,1.0,2.0,3.0,2.0,201.0,1,2,18,2,0,135,2,0,4,9,656
1175,490006033,0.0,6.0,8.0,0.0,1.0,56.0,0.0,2.0,2.0,2.0,555.0,2,6,12,0,0,90,3,1,2,9,437
1176,490006041,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,43.0,0,7,11,1,0,154,2,1,3,9,717
1177,490006042,1.0,1.0,0.0,0.0,0.0,18.0,1.0,2.0,2.0,2.0,100.0,1,3,23,0,0,166,2,1,6,20,867
1178,490007031,1.0,12.0,14.0,2.0,0.0,77.0,2.0,10.0,4.0,6.0,489.0,1,9,16,2,0,235,5,4,4,10,1079
1179,490007032,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,17.0,3,6,16,1,0,224,1,2,5,13,970
1180,490007033,1.0,1.0,3.0,0.0,0.0,25.0,4.0,1.0,1.0,0.0,232.0,3,7,8,0,0,132,4,4,2,13,597
1181,490007061,2.0,4.0,24.0,3.0,1.0,139.0,4.0,4.0,5.0,22.0,1008.0,0,5,8,1,0,80,1,0,2,7,393
1182,490007062,2.0,1.0,2.0,3.0,0.0,30.0,0.0,2.0,4.0,4.0,132.0,1,9,9,0,0,137,7,0,5,12,749
1183,490007063,0.0,6.0,20.0,4.0,6.0,145.0,5.0,12.0,6.0,10.0,848.0,1,9,12,0,0,210,7,0,6,13,962
1184,490007064,4.0,3.0,26.0,3.0,5.0,121.0,9.0,9.0,5.0,17.0,858.0,0,4,19,0,0,145,3,1,5,10,727
1185,490007071,5.0,10.0,14.0,4.0,2.0,63.0,2.0,8.0,5.0,17.0,558.0,2,9,18,0,0,195,2,2,4,14,792
1186,490007072,4.0,5.0,13.0,2.0,0.0,94.0,5.0,6.0,5.0,13.0,658.0,1,5,23,1,0,229,3,3,10,20,1038
1187,490007081,0.0,2.0,0.0,0.0,0.0,11.0,1.0,1.0,1.0,1.0,159.0,3,3,14,0,0,181,6,3,5,8,821
1188,490007082,1.0,4.0,15.0,1.0,0.0,82.0,9.0,3.0,1.0,5.0,509.0,2,2,10,0,1,107,1,2,4,13,593
1189,490007091,3.0,3.0,8.0,1.0,0.0,57.0,1.0,3.0,0.0,9.0,470.0,1,4,16,0,0,173,2,5,6,22,748
1190,490007092,15.0,15.0,68.0,8.0,1.0,494.0,11.0,23.0,14.0,57.0,2630.0,1,4,14,0,0,123,8,1,6,15,671
1191,490007101,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,55.0,2,4,23,0,0,162,7,2,4,12,801
1192,490007102,1.0,0.0,2.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,60.0,1,2,11,0,0,133,4,1,5,9,670
1193,490007111,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,33.0,2,7,15,0,1,103,3,2,5,11,606
1194,490007112,2.0,6.0,8.0,0.0,0.0,41.0,6.0,2.0,5.0,7.0,468.0,2,2,11,1,0,109,3,0,3,9,518
1195,490008011,2.0,5.0,7.0,5.0,0.0,47.0,1.0,5.0,3.0,6.0,350.0,4,3,17,2,0,264,6,7,4,11,1114
1196,490008012,3.0,7.0,9.0,3.0,0.0,53.0,4.0,7.0,4.0,5.0,489.0,1,6,19,3,0,142,5,2,3,10,636
1197,490008013,7.0,2.0,15.0,14.0,0.0,76.0,5.0,4.0,14.0,8.0,1033.0,0,5,20,2,0,204,7,2,2,16,907
1198,490008021,0.0,10.0,11.0,2.0,1.0,75.0,5.0,4.0,2.0,4.0,371.0,2,7,28,2,1,237,10,4,8,11,1066
1199,490008022,6.0,16.0,18.0,1.0,0.0,120.0,6.0,10.0,12.0,20.0,902.0,1,0,9,1,0,125,5,3,2,8,580
1200,490008023,1.0,23.0,39.0,5.0,4.0,200.0,4.0,13.0,2.0,21.0,1250.0,0,11,20,3,0,180,5,0,3,18,789
1201,490009011,2.0,18.0,11.0,6.0,0.0,71.0,1.0,7.0,4.0,6.0,323.0,3,5,19,0,0,188,6,1,2,14,801
1202,490009012,33.0,221.0,72.0,49.0,1.0,522.0,7.0,82.0,24.0,56.0,2370.0,1,10,15,1,0,201,6,3,6,11,854
1203,490009013,3.0,9.0,5.0,1.0,0.0,18.0,0.0,7.0,0.0,6.0,171.0,0,4,21,2,0,211,3,2,6,11,888
1204,490009031,0.0,7.0,21.0,2.0,0.0,123.0,9.0,4.0,5.0,8.0,597.0,1,2,8,0,0,90,5,1,4,1,410
1205,490009032,0.0,2.0,5.0,1.0,0.0,37.0,1.0,2.0,0.0,2.0,235.0,3,4,9,0,0,169,2,5,4,6,665
1206,490009033,1.0,1.0,7.0,0.0,0.0,7.0,2.0,0.0,0.0,6.0,83.0,1,4,15,1,0,119,3,1,4,8,642
1207,490009041,1.0,2.0,2.0,0.0,0.0,12.0,0.0,0.0,2.0,2.0,64.0,1,2,10,0,0,158,6,4,2,12,789
1208,490009042,1.0,2.0,12.0,0.0,0.0,20.0,4.0,1.0,3.0,3.0,203.0,2,5,11,1,0,145,7,1,1,10,674
1209,490010011,8.0,16.0,36.0,1.0,1.0,83.0,7.0,17.0,10.0,28.0,671.0,2,1,9,0,1,107,4,1,0,11,453
1210,490010012,0.0,1.0,5.0,0.0,0.0,19.0,0.0,2.0,2.0,3.0,230.0,0,5,17,0,0,155,8,2,2,11,689
1211,490010013,0.0,0.0,2.0,0.0,0.0,10.0,0.0,1.0,0.0,2.0,60.0,2,4,10,0,1,120,2,1,4,6,608
1212,490010021,5.0,8.0,24.0,2.0,1.0,142.0,2.0,8.0,1.0,15.0,664.0,0,4,23,0,1,187,3,3,1,14,824
1213,490010022,0.0,0.0,2.0,1.0,0.0,18.0,2.0,0.0,0.0,0.0,73.0,2,2,8,0,0,66,1,2,2,2,351
1214,490011031,14.0,35.0,55.0,20.0,7.0,614.0,22.0,13.0,69.0,40.0,4239.0,1,5,6,0,0,118,1,0,5,9,540
1215,490011032,9.0,38.0,47.0,6.0,0.0,206.0,15.0,7.0,8.0,41.0,885.0,3,6,9,0,0,152,4,1,5,13,712
1216,490011051,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,78.0,2,5,8,0,0,179,7,4,2,13,722
1217,490011052,0.0,0.0,0.0,0.0,0.0,17.0,1.0,1.0,1.0,2.0,104.0,0,8,15,1,0,198,6,1,4,12,886
1218,490011061,5.0,1.0,4.0,2.0,1.0,43.0,2.0,3.0,5.0,5.0,589.0,0,2,8,1,0,80,4,1,6,6,406
1219,490011062,3.0,1.0,2.0,0.0,1.0,16.0,2.0,3.0,2.0,3.0,131.0,0,4,18,0,1,235,4,4,1,19,1047
1220,490011071,0.0,3.0,3.0,1.0,0.0,12.0,1.0,0.0,0.0,1.0,70.0,0,4,14,1,0,197,4,1,6,11,870
1221,490011072,7.0,9.0,48.0,0.0,7.0,222.0,7.0,6.0,15.0,25.0,1149.0,1,5,17,0,1,191,8,3,6,8,970
1222,490011081,8.0,10.0,13.0,2.0,1.0,126.0,7.0,4.0,7.0,16.0,636.0,0,8,12,0,0,109,0,3,4,8,575
1223,490011082,17.0,39.0,46.0,1.0,0.0,319.0,13.0,16.0,25.0,38.0,1838.0,3,6,21,0,0,214,8,4,4,19,1016
1224,490012011,8.0,10.0,23.0,1.0,0.0,102.0,5.0,10.0,9.0,18.0,603.0,2,6,27,2,1,201,4,0,5,14,1016
1225,490012012,20.0,17.0,31.0,2.0,0.0,137.0,12.0,30.0,14.0,34.0,1029.0,0,6,11,1,0,216,5,2,4,17,1023
1226,490012021,4.0,29.0,87.0,3.0,4.0,276.0,10.0,18.0,11.0,87.0,1432.0,2,10,24,0,0,171,2,6,6,7,849
1227,490012022,2.0,2.0,5.0,0.0,0.0,8.0,0.0,1.0,0.0,2.0,127.0,0,5,15,0,0,157,1,3,4,10,686
1228,490012023,1.0,4.0,13.0,0.0,0.0,36.0,2.0,0.0,1.0,8.0,234.0,3,3,9,2,1,130,6,1,7,25,663
1229,490013001,3.0,9.0,19.0,2.0,1.0,88.0,3.0,13.0,12.0,16.0,836.0,0,5,11,0,0,73,5,0,1,9,408
1230,490013002,6.0,50.0,94.0,4.0,3.0,368.0,14.0,26.0,22.0,71.0,2303.0,1,4,6,0,0,85,1,1,1,3,362
1231,490013003,6.0,24.0,63.0,4.0,0.0,240.0,12.0,24.0,24.0,39.0,1651.0,0,6,20,0,0,193,4,4,7,15,929
1232,490014011,5.0,36.0,15.0,4.0,1.0,182.0,4.0,1.0,9.0,30.0,1092.0,2,1,6,0,0,46,0,0,1,5,315
1233,490014012,3.0,15.0,27.0,4.0,1.0,157.0,3.0,6.0,15.0,16.0,1025.0,0,4,8,1,0,64,2,0,0,4,383
1234,490014013,1.0,23.0,15.0,2.0,1.0,143.0,3.0,4.0,18.0,12.0,987.0,0,4,13,0,0,89,2,2,2,4,527
1235,490014014,28.0,382.0,164.0,26.0,3.0,1306.0,41.0,41.0,82.0,118.0,8537.0,0,1,2,0,0,29,1,0,0,1,139
1236,490014021,10.0,55.0,41.0,4.0,1.0,358.0,8.0,22.0,21.0,25.0,1703.0,0,4,10,0,0,62,2,1,5,5,414
1237,490014022,1.0,3.0,4.0,0.0,1.0,25.0,1.0,5.0,1.0,0.0,146.0,2,0,9,0,0,96,5,0,3,11,538
1238,490014023,9.0,18.0,7.0,3.0,0.0,59.0,5.0,9.0,9.0,4.0,607.0,0,5,7,0,0,97,9,1,2,7,602
1239,490014024,3.0,13.0,8.0,1.0,0.0,121.0,2.0,12.0,7.0,16.0,754.0,0,4,14,0,0,121,5,1,1,14,641
1240,490015011,1.0,16.0,24.0,1.0,1.0,73.0,6.0,4.0,12.0,16.0,507.0,1,3,9,0,0,75,1,1,5,8,493
1241,490015012,1.0,9.0,10.0,0.0,3.0,43.0,0.0,0.0,4.0,7.0,181.0,0,1,9,0,0,75,1,1,5,8,495
1242,490015013,36.0,126.0,259.0,8.0,16.0,784.0,53.0,37.0,74.0,154.0,3781.0,0,2,7,0,0,78,4,1,0,6,541
1243,490015031,1.0,14.0,19.0,9.0,1.0,92.0,7.0,13.0,22.0,23.0,1118.0,2,6,14,2,0,117,4,3,5,9,801
1244,490015032,0.0,1.0,1.0,3.0,0.0,12.0,1.0,3.0,4.0,1.0,225.0,0,5,13,2,0,111,4,0,1,13,749
1245,490015041,0.0,1.0,3.0,1.0,0.0,8.0,0.0,0.0,0.0,1.0,83.0,2,2,10,0,0,138,6,3,2,10,852
1246,490015042,4.0,7.0,4.0,4.0,0.0,43.0,1.0,4.0,5.0,4.0,578.0,0,2,8,0,1,49,1,1,5,4,293
1247,490015043,1.0,0.0,1.0,0.0,0.0,8.0,1.0,1.0,0.0,1.0,86.0,1,3,10,0,0,85,3,3,11,8,604
1248,490016011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,6,25,0,0,166,9,1,7,16,485
1249,490016012,0.0,8.0,34.0,4.0,0.0,144.0,15.0,13.0,12.0,16.0,993.0,0,8,18,1,0,203,7,3,5,14,672
1250,490016021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1,5,13,3,0,100,8,0,0,6,206
1251,490016024,7.0,28.0,69.0,12.0,1.0,513.0,23.0,12.0,61.0,43.0,7173.0,1,6,2,0,0,27,0,1,1,1,60
1252,490016032,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,66.0,0,6,10,0,0,112,5,1,6,9,301
1253,490017011,1.0,2.0,1.0,1.0,0.0,9.0,0.0,1.0,0.0,1.0,67.0,0,2,16,1,0,91,3,1,6,4,574
1254,490017012,0.0,0.0,3.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,72.0,1,7,20,2,0,117,9,4,6,17,786
1255,490017021,1.0,1.0,3.0,0.0,0.0,30.0,2.0,2.0,1.0,2.0,239.0,1,3,15,3,0,97,4,1,6,8,506
1256,490017022,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,33.0,0,3,9,0,0,74,1,1,4,11,381
1257,490017023,2.0,0.0,1.0,0.0,0.0,13.0,0.0,2.0,1.0,1.0,80.0,1,7,12,2,0,112,3,0,5,8,558
1258,490018011,0.0,2.0,2.0,1.0,0.0,15.0,0.0,0.0,2.0,2.0,148.0,2,2,6,1,0,76,5,1,6,6,280
1259,490018012,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,2,5,9,2,0,98,8,1,2,6,342
1260,490018013,0.0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,17.0,0,2,10,0,0,59,3,2,2,6,250
1261,490018014,0.0,4.0,2.0,3.0,0.0,28.0,1.0,0.0,1.0,1.0,147.0,1,9,19,1,0,131,3,2,1,10,461
1262,490018021,2.0,0.0,0.0,0.0,0.0,13.0,2.0,0.0,3.0,0.0,218.0,0,3,8,0,0,79,3,0,0,8,322
1263,490018022,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,2,6,11,0,0,124,3,0,1,14,509
1264,490018023,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,39.0,1,2,9,1,0,116,3,2,2,8,496
1265,490018024,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,58.0,0,1,5,0,0,74,0,1,0,4,291
1266,490018031,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,58.0,0,3,8,0,0,66,0,1,1,6,418
1267,490018032,1.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,163.0,0,3,6,0,0,67,2,0,5,4,378
1268,490019001,6.0,12.0,29.0,8.0,1.0,118.0,7.0,11.0,11.0,22.0,1391.0,1,4,8,0,0,82,3,4,1,7,375
1269,490019002,2.0,6.0,1.0,3.0,0.0,34.0,2.0,2.0,4.0,1.0,710.0,0,4,11,1,0,74,5,2,6,7,468
1270,490019003,2.0,8.0,21.0,0.0,0.0,96.0,4.0,7.0,7.0,11.0,656.0,1,5,7,0,0,116,6,2,3,12,565
1271,490020001,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,54.0,1,2,10,0,0,61,2,2,1,9,404
1272,490020002,5.0,7.0,34.0,17.0,2.0,116.0,2.0,4.0,13.0,22.0,1674.0,1,6,12,0,0,135,1,5,4,6,755
1273,490020003,2.0,1.0,3.0,0.0,0.0,11.0,2.0,2.0,2.0,3.0,345.0,2,2,9,0,0,65,4,1,1,10,438
1274,490020004,0.0,0.0,3.0,2.0,0.0,12.0,3.0,1.0,1.0,2.0,250.0,2,1,13,1,0,104,7,3,4,8,708
1275,490021011,3.0,2.0,6.0,0.0,0.0,24.0,1.0,2.0,2.0,5.0,158.0,0,1,13,0,0,98,2,2,2,9,746
1276,490021012,0.0,1.0,3.0,1.0,0.0,12.0,0.0,1.0,3.0,1.0,185.0,0,1,7,0,0,65,3,1,0,2,429
1277,490021013,3.0,2.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,1.0,146.0,0,2,10,0,0,74,1,1,2,5,525
1278,490021021,0.0,1.0,2.0,0.0,0.0,14.0,1.0,0.0,1.0,0.0,125.0,3,3,4,0,0,73,2,2,4,4,499
1279,490021022,5.0,7.0,10.0,5.0,2.0,100.0,4.0,9.0,13.0,11.0,1352.0,3,5,18,0,0,122,2,4,3,19,769
1280,490022011,70.0,279.0,359.0,51.0,17.0,1776.0,33.0,129.0,87.0,269.0,11117.0,1,2,15,1,1,232,5,6,3,14,1435
1281,490022012,6.0,24.0,31.0,2.0,3.0,138.0,5.0,9.0,13.0,28.0,1108.0,1,7,11,1,0,192,4,3,12,16,1448
1282,490022013,0.0,3.0,10.0,0.0,0.0,19.0,0.0,0.0,1.0,6.0,114.0,1,2,15,1,0,220,4,7,7,11,1482
1283,490022041,1.0,1.0,1.0,0.0,0.0,8.0,1.0,1.0,0.0,2.0,105.0,1,1,10,1,0,86,2,5,6,10,731
1284,490022042,0.0,1.0,1.0,0.0,0.0,5.0,1.0,0.0,3.0,0.0,126.0,3,4,12,0,0,134,3,6,4,14,1070
1285,490022051,0.0,2.0,3.0,1.0,1.0,18.0,1.0,4.0,3.0,4.0,263.0,1,6,20,5,0,133,3,4,3,17,962
1286,490022052,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,33.0,1,5,11,3,0,148,3,3,4,9,833
1287,490022061,1.0,4.0,5.0,4.0,0.0,11.0,2.0,3.0,1.0,2.0,150.0,0,6,11,3,0,151,5,6,7,13,1108
1288,490022062,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,3.0,135.0,0,1,9,0,0,49,1,0,3,2,401
1289,490022071,1.0,0.0,7.0,9.0,0.0,40.0,6.0,3.0,5.0,6.0,491.0,0,3,5,0,0,59,1,2,0,4,465
1290,490022072,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,48.0,2,6,15,0,0,90,1,2,3,7,734
1291,490022073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2,4,6,0,1,66,1,3,1,4,536
1292,490023001,0.0,2.0,7.0,4.0,0.0,25.0,5.0,3.0,4.0,4.0,252.0,0,0,4,0,0,51,4,0,0,6,382
1293,490023002,5.0,0.0,9.0,1.0,1.0,22.0,2.0,3.0,3.0,8.0,295.0,2,2,5,1,0,94,5,4,5,7,574
1294,490023003,3.0,0.0,2.0,6.0,0.0,27.0,2.0,6.0,2.0,4.0,259.0,1,1,3,0,0,83,2,3,2,5,478
1295,490024001,24.0,45.0,111.0,25.0,11.0,606.0,34.0,35.0,44.0,87.0,6011.0,1,6,9,2,0,69,2,3,2,4,547
1296,490025001,1.0,2.0,4.0,6.0,0.0,16.0,1.0,3.0,3.0,2.0,275.0,2,0,10,0,0,47,2,1,3,9,424
1297,490025002,0.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,0.0,1.0,48.0,3,0,11,1,0,63,2,3,1,7,418
1298,490025003,0.0,0.0,3.0,2.0,0.0,12.0,1.0,0.0,3.0,1.0,128.0,2,2,9,1,0,53,0,4,3,3,330
1299,490025004,1.0,3.0,5.0,6.0,2.0,39.0,2.0,5.0,6.0,5.0,574.0,1,3,7,1,0,54,1,2,1,4,459
1300,490027011,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,53,1,0,2,6,235
1301,490027012,1.0,4.0,1.0,2.0,0.0,34.0,1.0,3.0,3.0,5.0,172.0,0,3,17,2,0,80,3,2,3,8,500
1302,490027013,0.0,3.0,0.0,0.0,0.0,8.0,1.0,0.0,1.0,5.0,55.0,0,3,9,0,0,59,3,0,5,3,314
1303,490027014,18.0,23.0,43.0,11.0,2.0,160.0,5.0,37.0,15.0,39.0,1071.0,0,0,2,0,0,28,0,1,1,4,144
1304,490027021,0.0,2.0,10.0,3.0,1.0,42.0,3.0,5.0,2.0,7.0,469.0,2,9,15,1,0,196,9,6,5,13,1382
1305,490027022,3.0,3.0,9.0,2.0,0.0,39.0,4.0,2.0,6.0,6.0,442.0,2,4,12,0,0,95,4,1,1,13,755
1306,490028011,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,0,5,6,0,0,102,6,1,0,11,642
1307,490028012,56.0,164.0,232.0,75.0,11.0,951.0,47.0,90.0,57.0,203.0,8090.0,3,4,11,1,0,110,2,3,1,9,688
1308,490028021,4.0,0.0,4.0,5.0,3.0,24.0,1.0,0.0,1.0,6.0,289.0,0,4,10,1,0,77,3,1,5,7,595
1309,490028022,10.0,6.0,12.0,43.0,1.0,118.0,9.0,8.0,11.0,11.0,2671.0,0,0,1,0,0,5,0,0,0,0,43
1310,490029011,22.0,18.0,65.0,95.0,3.0,469.0,19.0,47.0,32.0,49.0,3749.0,2,3,14,1,0,184,2,3,3,9,813
1311,490029012,0.0,2.0,10.0,14.0,0.0,50.0,1.0,3.0,4.0,5.0,445.0,2,6,15,2,2,163,6,1,3,10,707
1312,490029013,13.0,14.0,24.0,22.0,3.0,125.0,7.0,18.0,6.0,17.0,990.0,2,6,17,7,0,198,9,3,6,15,1007
1313,490029014,0.0,2.0,8.0,3.0,1.0,25.0,2.0,4.0,2.0,3.0,243.0,1,5,13,0,0,163,2,1,6,11,782
1314,490029021,2.0,1.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,74.0,0,2,12,1,0,85,0,5,2,8,372
1315,490029022,4.0,4.0,7.0,12.0,0.0,82.0,4.0,11.0,11.0,10.0,677.0,2,6,18,3,0,182,5,6,3,17,843
1316,490029023,5.0,5.0,11.0,2.0,3.0,61.0,5.0,5.0,3.0,11.0,610.0,1,2,12,2,0,134,6,2,5,5,584
1317,490030011,0.0,2.0,1.0,1.0,0.0,6.0,0.0,3.0,0.0,1.0,101.0,2,3,8,1,0,105,7,0,2,7,526
1318,490030012,4.0,3.0,4.0,3.0,0.0,32.0,3.0,4.0,3.0,3.0,484.0,2,3,8,2,0,177,6,2,7,18,758
1319,490030013,1.0,1.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,76.0,2,8,19,0,0,230,2,1,5,9,1062
1320,490030021,1.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,2.0,95.0,1,2,10,3,0,133,6,4,3,10,576
1321,490030022,1.0,4.0,5.0,0.0,0.0,8.0,1.0,0.0,1.0,0.0,60.0,2,2,7,1,0,126,4,4,4,18,629
1322,490031031,2.0,3.0,6.0,4.0,0.0,9.0,3.0,1.0,1.0,1.0,355.0,3,3,14,1,0,166,7,6,2,18,753
1323,490031032,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,53.0,1,5,9,0,0,158,14,1,2,11,713
1324,490031041,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,72.0,1,1,8,0,0,119,5,0,2,10,579
1325,490031042,1.0,1.0,8.0,0.0,1.0,16.0,0.0,1.0,0.0,3.0,163.0,0,6,19,2,2,122,5,2,5,14,671
1326,490031043,2.0,4.0,2.0,3.0,0.0,24.0,1.0,3.0,1.0,10.0,326.0,2,7,11,0,0,134,5,2,3,9,723
1327,490031051,0.0,3.0,1.0,3.0,0.0,16.0,1.0,1.0,0.0,2.0,179.0,2,1,14,3,0,121,6,2,7,11,600
1328,490031052,0.0,3.0,6.0,6.0,1.0,33.0,3.0,4.0,0.0,6.0,441.0,4,4,14,10,0,159,3,8,4,12,681
