,blockG,BE_H,CA_H,DA_H,JU_H,MN_H,SL_H,SU_H,TU_H,WA_H,WB_H,TTL_H,BE_W,CA_W,DA_W,JU_W,MN_W,SL_W,SU_W,TU_W,WA_W,WB_W,TTL_W
571,351110022,2.0,5.0,23.0,0.0,0.0,322.0,4.0,7.0,2.0,13.0,432.0,0,5,27,0,1,873,25,0,0,13,1008
572,351110023,27.0,39.0,845.0,5.0,10.0,6533.0,123.0,158.0,50.0,221.0,9478.0,0,5,28,0,0,602,19,2,0,11,716
573,351111011,20.0,12.0,89.0,3.0,1.0,594.0,8.0,16.0,2.0,57.0,943.0,1,5,16,0,1,583,15,2,1,8,669
574,351111012,3.0,13.0,48.0,0.0,0.0,364.0,4.0,15.0,3.0,25.0,557.0,4,3,32,0,2,957,33,4,3,24,1132
575,351111013,10.0,16.0,112.0,1.0,1.0,766.0,13.0,37.0,4.0,81.0,1229.0,0,3,26,0,0,505,14,3,3,9,597
576,351111014,4.0,4.0,14.0,1.0,0.0,142.0,1.0,2.0,2.0,15.0,217.0,0,4,27,0,1,654,16,2,0,11,758
577,351111021,2.0,4.0,21.0,0.0,0.0,218.0,4.0,8.0,3.0,8.0,335.0,5,1,40,0,0,969,31,2,0,20,1134
578,351111022,1.0,4.0,14.0,0.0,1.0,185.0,4.0,3.0,2.0,2.0,234.0,2,2,16,0,1,507,20,1,0,11,592
579,351111023,0.0,1.0,15.0,0.0,0.0,161.0,1.0,2.0,2.0,9.0,220.0,1,2,20,0,0,441,17,1,0,14,530
580,351111024,1.0,3.0,17.0,0.0,1.0,332.0,3.0,7.0,7.0,10.0,414.0,0,6,40,1,1,830,28,6,1,12,972
581,351111031,2.0,4.0,19.0,0.0,5.0,296.0,1.0,30.0,3.0,6.0,412.0,3,3,29,0,1,510,12,7,2,6,618
582,351111032,5.0,3.0,23.0,2.0,2.0,590.0,11.0,28.0,2.0,11.0,727.0,2,4,22,0,0,601,14,3,1,9,710
583,351111033,1.0,3.0,23.0,0.0,2.0,326.0,3.0,36.0,4.0,8.0,452.0,2,2,26,0,0,828,21,5,2,12,960
584,351111034,0.0,0.0,11.0,0.0,2.0,173.0,6.0,13.0,5.0,4.0,248.0,1,1,21,1,0,520,18,5,2,9,625
585,351112011,3.0,7.0,32.0,0.0,1.0,468.0,16.0,4.0,6.0,23.0,622.0,1,2,21,1,0,542,4,0,3,11,642
586,351112012,7.0,2.0,45.0,1.0,3.0,484.0,4.0,4.0,6.0,19.0,640.0,2,4,25,0,0,810,8,2,2,13,933
587,351112021,9.0,25.0,155.0,2.0,2.0,1623.0,28.0,30.0,15.0,82.0,2327.0,4,3,37,0,1,1149,21,1,5,12,1319
588,351112022,0.0,0.0,5.0,0.0,0.0,36.0,0.0,1.0,1.0,2.0,51.0,0,3,12,0,0,302,2,2,2,12,357
589,351112023,2.0,12.0,59.0,0.0,0.0,552.0,6.0,11.0,11.0,24.0,768.0,2,3,16,0,0,660,10,1,1,13,763
590,351113021,8.0,4.0,16.0,0.0,0.0,312.0,5.0,12.0,4.0,4.0,402.0,0,3,20,0,1,517,16,1,3,7,616
591,351113022,1.0,2.0,5.0,1.0,0.0,97.0,4.0,0.0,3.0,4.0,131.0,1,3,32,0,0,934,36,2,2,18,1089
592,351113023,2.0,0.0,0.0,0.0,0.0,55.0,1.0,0.0,0.0,1.0,62.0,2,3,11,0,0,623,22,2,0,16,714
593,351113024,1.0,1.0,0.0,0.0,0.0,53.0,2.0,2.0,0.0,3.0,68.0,2,2,17,0,1,615,24,6,0,9,736
594,351113041,0.0,4.0,11.0,1.0,0.0,130.0,0.0,2.0,1.0,1.0,164.0,2,4,17,0,0,581,3,3,0,8,670
595,351113042,6.0,9.0,34.0,0.0,1.0,405.0,6.0,4.0,3.0,8.0,582.0,0,5,31,0,0,953,11,5,2,18,1126
596,351113051,0.0,3.0,20.0,0.0,0.0,476.0,6.0,3.0,4.0,7.0,549.0,2,4,30,0,0,886,17,5,4,12,1010
597,351113052,7.0,10.0,30.0,0.0,0.0,383.0,14.0,4.0,6.0,7.0,515.0,1,5,25,0,1,901,24,5,6,15,1042
598,351113061,3.0,5.0,142.0,0.0,7.0,1523.0,47.0,18.0,10.0,15.0,1922.0,0,6,29,2,0,830,17,6,1,16,989
599,351113062,0.0,2.0,5.0,0.0,0.0,55.0,1.0,0.0,0.0,4.0,74.0,0,4,18,1,0,423,5,5,2,7,506
600,351114001,1.0,0.0,8.0,0.0,0.0,92.0,0.0,4.0,1.0,5.0,119.0,1,5,23,0,0,474,13,5,0,7,569
601,351114002,1.0,1.0,5.0,0.0,0.0,59.0,1.0,4.0,0.0,2.0,79.0,0,3,13,0,0,303,7,1,0,9,356
602,351114003,0.0,0.0,1.0,0.0,0.0,21.0,1.0,1.0,0.0,0.0,26.0,1,2,35,0,0,586,17,0,0,15,704
603,351114004,4.0,2.0,12.0,0.0,0.0,163.0,4.0,8.0,2.0,5.0,222.0,1,3,26,1,0,554,15,4,1,7,653
604,351114005,4.0,3.0,46.0,0.0,3.0,280.0,6.0,7.0,1.0,10.0,381.0,1,2,28,0,0,355,7,3,1,8,428
605,351114006,5.0,7.0,56.0,0.0,1.0,416.0,5.0,6.0,4.0,18.0,571.0,1,1,22,0,0,448,9,3,0,10,527
606,351115001,80.0,141.0,1484.0,9.0,23.0,10271.0,129.0,393.0,114.0,485.0,14782.0,1,4,55,1,2,931,35,11,1,14,1119
607,351116001,43.0,129.0,799.0,1.0,18.0,6134.0,58.0,212.0,36.0,274.0,8812.0,1,1,23,0,0,526,10,1,0,7,611
608,351116002,16.0,48.0,331.0,2.0,9.0,2824.0,37.0,91.0,19.0,84.0,3868.0,1,6,32,0,2,702,8,6,2,23,838
609,351116003,22.0,30.0,229.0,1.0,13.0,2209.0,33.0,75.0,8.0,122.0,3148.0,4,11,72,0,0,1411,24,6,4,29,1662
610,351116004,15.0,22.0,220.0,0.0,7.0,1828.0,18.0,58.0,11.0,64.0,2466.0,0,3,21,0,1,378,11,2,0,8,451
611,351117011,4.0,6.0,47.0,0.0,1.0,337.0,2.0,9.0,1.0,9.0,462.0,0,1,29,0,0,486,4,3,2,7,560
612,351117012,9.0,17.0,72.0,1.0,0.0,657.0,5.0,19.0,1.0,27.0,897.0,2,3,43,0,0,1136,34,5,2,23,1309
613,351117013,1.0,2.0,26.0,0.0,0.0,258.0,0.0,3.0,0.0,6.0,330.0,2,5,33,0,0,699,20,2,3,19,832
614,351117021,2.0,3.0,53.0,0.0,4.0,566.0,13.0,18.0,2.0,11.0,738.0,2,2,30,0,0,565,20,3,3,5,660
615,351117022,3.0,6.0,34.0,0.0,0.0,342.0,3.0,5.0,1.0,10.0,438.0,1,2,19,0,0,448,17,5,3,7,537
616,351117023,0.0,1.0,10.0,0.0,0.0,87.0,1.0,5.0,1.0,4.0,120.0,1,3,17,0,0,551,18,4,1,5,630
617,351117024,0.0,2.0,11.0,0.0,0.0,91.0,1.0,1.0,1.0,5.0,119.0,2,2,20,0,0,384,9,1,1,5,450
618,351118011,5.0,8.0,104.0,0.0,1.0,836.0,12.0,56.0,4.0,31.0,1153.0,2,1,22,0,0,702,20,3,2,8,806
619,351118012,7.0,6.0,126.0,0.0,1.0,797.0,8.0,54.0,6.0,58.0,1171.0,1,7,33,0,1,1013,31,3,3,15,1160
620,351118013,2.0,3.0,36.0,0.0,0.0,301.0,5.0,18.0,3.0,10.0,409.0,3,3,39,0,0,816,22,3,2,7,954
621,351118021,0.0,2.0,16.0,0.0,0.0,96.0,1.0,1.0,2.0,5.0,133.0,0,1,39,1,1,719,39,4,3,12,863
622,351118022,8.0,34.0,222.0,3.0,3.0,1510.0,27.0,37.0,16.0,117.0,2205.0,0,3,42,1,1,588,36,1,2,4,707
623,351119031,41.0,69.0,483.0,4.0,12.0,3293.0,51.0,101.0,13.0,210.0,5039.0,0,3,23,1,1,719,19,3,0,14,817
624,351119032,19.0,23.0,203.0,4.0,1.0,1515.0,25.0,53.0,7.0,101.0,2234.0,0,4,15,0,0,419,11,2,1,4,491
625,351119033,6.0,2.0,20.0,0.0,1.0,163.0,5.0,3.0,0.0,9.0,238.0,0,4,20,0,1,800,20,8,4,10,924
626,351119041,4.0,5.0,62.0,1.0,4.0,384.0,6.0,16.0,10.0,18.0,606.0,1,2,10,0,0,470,5,6,2,10,534
627,351119042,3.0,4.0,18.0,0.0,0.0,112.0,0.0,5.0,2.0,3.0,177.0,0,2,15,0,0,632,15,6,0,13,719
628,351119043,5.0,11.0,43.0,0.0,1.0,399.0,5.0,16.0,7.0,14.0,620.0,1,0,27,0,0,525,17,3,0,6,614
629,351119051,1.0,5.0,42.0,0.0,0.0,329.0,3.0,10.0,2.0,6.0,461.0,1,6,39,1,0,785,13,3,5,12,918
630,351119052,17.0,7.0,146.0,1.0,0.0,1163.0,20.0,40.0,12.0,38.0,1629.0,1,4,56,1,0,913,18,5,3,12,1080
631,351119061,0.0,6.0,41.0,0.0,1.0,459.0,4.0,9.0,3.0,9.0,570.0,1,7,45,0,0,1089,13,3,1,17,1260
632,351119062,2.0,3.0,10.0,0.0,0.0,215.0,2.0,5.0,1.0,6.0,268.0,1,3,39,2,0,931,27,1,3,12,1071
633,351120011,7.0,17.0,97.0,0.0,0.0,876.0,16.0,28.0,12.0,27.0,1253.0,3,2,21,1,1,639,8,7,1,10,751
634,351120012,2.0,1.0,2.0,0.0,0.0,62.0,0.0,2.0,3.0,1.0,81.0,2,3,19,0,0,513,6,3,0,12,587
635,351120013,4.0,4.0,27.0,0.0,0.0,284.0,2.0,9.0,7.0,11.0,385.0,1,4,16,0,0,386,3,3,0,7,459
636,351120021,2.0,5.0,48.0,0.0,0.0,707.0,5.0,8.0,4.0,8.0,862.0,1,3,20,0,0,696,4,4,0,5,792
637,351120022,7.0,25.0,52.0,0.0,0.0,729.0,6.0,21.0,5.0,18.0,961.0,0,2,16,0,0,534,7,1,1,10,614
638,351120023,3.0,7.0,22.0,0.0,2.0,361.0,3.0,8.0,2.0,9.0,478.0,4,2,27,0,0,726,2,4,2,12,854
639,351120024,1.0,5.0,22.0,0.0,0.0,435.0,4.0,10.0,4.0,12.0,555.0,0,1,15,0,0,376,4,2,0,1,426
640,351121001,2.0,0.0,3.0,1.0,0.0,50.0,0.0,2.0,0.0,1.0,63.0,4,4,26,1,0,861,8,6,0,17,986
641,351121002,74.0,199.0,779.0,14.0,32.0,6648.0,112.0,198.0,98.0,381.0,10076.0,2,2,47,0,0,1098,11,8,1,22,1278
642,351121003,18.0,46.0,178.0,3.0,6.0,1953.0,18.0,69.0,16.0,88.0,2790.0,0,1,16,0,0,641,2,3,0,6,710
643,351121004,16.0,42.0,192.0,2.0,7.0,1444.0,33.0,38.0,21.0,71.0,2196.0,0,0,18,1,0,511,1,1,1,3,581
644,351121005,4.0,3.0,19.0,0.0,0.0,204.0,3.0,5.0,2.0,14.0,288.0,1,6,33,1,0,854,5,2,1,10,972
645,351122011,10.0,10.0,223.0,1.0,2.0,1586.0,21.0,64.0,9.0,58.0,2237.0,2,5,43,0,0,1001,6,3,4,15,1163
646,351122012,1.0,2.0,14.0,0.0,1.0,219.0,3.0,6.0,3.0,3.0,270.0,1,8,28,0,0,887,9,5,3,19,1029
647,351122013,0.0,0.0,3.0,0.0,0.0,46.0,2.0,2.0,0.0,2.0,60.0,0,8,19,0,0,499,5,5,3,8,580
648,351122021,10.0,12.0,116.0,0.0,2.0,1665.0,13.0,32.0,12.0,70.0,2230.0,1,5,30,0,0,708,8,5,1,3,819
649,351122022,11.0,18.0,115.0,0.0,3.0,1763.0,19.0,32.0,4.0,75.0,2337.0,2,5,21,1,0,675,7,3,0,9,768
650,351122023,2.0,8.0,62.0,1.0,1.0,760.0,4.0,16.0,1.0,18.0,1019.0,1,2,18,1,0,498,4,4,1,9,577
651,351123011,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2,2,13,0,0,289,3,1,0,5,340
652,351123012,30.0,79.0,94.0,1.0,5.0,1059.0,20.0,25.0,28.0,54.0,1804.0,1,5,28,0,0,732,10,3,2,14,862
653,351123013,14.0,58.0,109.0,0.0,3.0,1111.0,23.0,30.0,12.0,54.0,1720.0,1,2,34,0,0,791,4,3,2,8,881
654,351123021,7.0,20.0,115.0,1.0,6.0,992.0,18.0,17.0,8.0,31.0,1389.0,1,2,16,0,0,448,2,3,0,4,503
655,351123022,2.0,10.0,55.0,0.0,4.0,754.0,12.0,17.0,8.0,33.0,1041.0,2,2,15,0,0,408,6,4,1,4,475
656,351123023,43.0,61.0,318.0,2.0,9.0,2926.0,57.0,68.0,28.0,164.0,4321.0,1,5,25,1,0,867,8,6,0,10,973
657,351124021,1.0,5.0,19.0,0.0,1.0,286.0,3.0,6.0,3.0,8.0,391.0,1,4,8,0,0,531,10,3,0,11,628
658,351124022,3.0,4.0,24.0,0.0,1.0,426.0,6.0,4.0,4.0,4.0,530.0,0,6,12,0,1,466,4,2,2,10,543
659,351124023,0.0,1.0,2.0,0.0,0.0,85.0,0.0,1.0,1.0,0.0,101.0,1,12,34,0,0,891,19,4,2,22,1076
660,351124024,5.0,16.0,57.0,0.0,3.0,820.0,9.0,23.0,5.0,19.0,1136.0,2,4,19,1,0,629,10,3,0,15,755
661,351124031,20.0,55.0,336.0,1.0,10.0,3912.0,59.0,127.0,23.0,99.0,5406.0,1,2,25,1,0,1183,1,7,0,10,1294
662,351124032,15.0,30.0,221.0,2.0,4.0,2445.0,30.0,57.0,19.0,56.0,3311.0,4,4,15,0,0,745,6,4,0,10,836
663,351124033,2.0,3.0,30.0,0.0,2.0,338.0,5.0,5.0,1.0,13.0,475.0,1,2,30,0,1,1471,11,10,4,16,1641
664,351124041,14.0,41.0,103.0,0.0,1.0,1692.0,14.0,46.0,18.0,59.0,2293.0,1,2,32,1,0,816,1,3,1,18,963
665,351124042,8.0,23.0,75.0,1.0,4.0,925.0,9.0,22.0,10.0,24.0,1257.0,3,1,36,1,0,1126,3,7,2,15,1292
666,351125011,1.0,2.0,4.0,0.0,0.0,70.0,1.0,2.0,1.0,7.0,100.0,1,1,10,0,0,453,2,2,3,4,504
667,351125012,1.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,31.0,2,3,17,0,0,725,9,4,3,17,847
668,351125013,16.0,14.0,48.0,0.0,0.0,548.0,6.0,25.0,14.0,37.0,833.0,3,6,28,0,0,792,7,1,1,12,902
669,351125021,15.0,35.0,201.0,1.0,2.0,1932.0,24.0,52.0,19.0,75.0,2833.0,2,2,19,1,0,751,11,3,2,11,862
670,351125022,4.0,9.0,28.0,2.0,1.0,363.0,6.0,8.0,5.0,14.0,574.0,3,4,14,0,0,588,9,1,0,7,680
671,351125023,22.0,45.0,245.0,3.0,4.0,2488.0,31.0,77.0,30.0,103.0,3567.0,2,7,23,0,1,868,10,6,2,9,996
672,351125024,7.0,8.0,58.0,0.0,2.0,675.0,8.0,19.0,6.0,18.0,911.0,0,1,8,0,0,341,0,2,1,8,388
673,351125025,11.0,11.0,82.0,2.0,1.0,804.0,10.0,12.0,7.0,35.0,1158.0,2,3,10,1,0,715,4,1,2,7,800
674,351125031,4.0,1.0,16.0,0.0,0.0,132.0,4.0,3.0,2.0,4.0,194.0,1,2,16,0,0,581,14,0,4,14,687
675,351125032,4.0,4.0,17.0,0.0,1.0,236.0,6.0,2.0,5.0,10.0,324.0,2,1,21,0,0,474,9,1,0,12,561
676,351125033,1.0,2.0,4.0,0.0,0.0,109.0,0.0,0.0,0.0,5.0,135.0,4,4,27,1,2,782,8,7,3,17,917
677,351125034,3.0,3.0,33.0,1.0,0.0,380.0,3.0,8.0,3.0,18.0,537.0,1,2,9,0,0,324,6,2,0,5,387
678,351126041,10.0,34.0,72.0,0.0,5.0,985.0,19.0,20.0,16.0,53.0,1487.0,1,2,20,1,0,664,11,2,1,8,785
679,351126042,0.0,1.0,0.0,0.0,0.0,68.0,1.0,1.0,0.0,1.0,79.0,2,2,25,0,0,731,7,2,3,13,857
680,351126043,8.0,25.0,56.0,1.0,1.0,847.0,12.0,10.0,8.0,23.0,1154.0,3,0,15,1,0,437,6,2,0,4,509
681,351126044,1.0,1.0,1.0,0.0,0.0,18.0,0.0,2.0,0.0,2.0,38.0,1,7,11,0,0,490,13,4,0,4,570
682,351126051,3.0,4.0,33.0,1.0,2.0,378.0,4.0,11.0,3.0,16.0,537.0,2,5,20,0,0,781,9,2,2,14,927
683,351126052,2.0,3.0,6.0,0.0,1.0,107.0,1.0,2.0,1.0,1.0,138.0,0,4,10,1,0,445,9,0,1,10,528
684,351126053,7.0,10.0,40.0,1.0,2.0,601.0,2.0,18.0,6.0,23.0,857.0,0,0,12,0,0,442,10,0,3,4,534
685,351126054,69.0,96.0,523.0,5.0,11.0,6966.0,44.0,169.0,53.0,217.0,9795.0,1,1,22,1,1,614,12,0,3,5,733
686,351126055,30.0,33.0,207.0,4.0,11.0,2413.0,18.0,51.0,17.0,88.0,3442.0,3,5,30,0,1,1247,14,3,1,21,1449
687,351126081,1.0,0.0,1.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,32.0,2,5,15,0,1,522,6,5,2,15,625
688,351126082,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,91.0,0,6,24,2,1,580,11,2,1,16,708
689,351126083,2.0,5.0,8.0,0.0,0.0,153.0,1.0,0.0,1.0,1.0,226.0,1,5,13,0,1,624,8,2,0,9,716
690,351126084,6.0,3.0,28.0,3.0,0.0,400.0,5.0,6.0,4.0,6.0,663.0,2,1,19,0,0,522,6,0,2,11,609
691,351126091,2.0,4.0,7.0,0.0,0.0,172.0,1.0,2.0,0.0,6.0,208.0,2,8,37,1,0,984,11,2,1,19,1159
692,351126092,2.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,36.0,0,5,31,0,0,653,9,3,1,21,793
693,351126093,6.0,13.0,41.0,0.0,1.0,351.0,3.0,2.0,5.0,10.0,525.0,2,7,26,0,0,718,14,3,3,15,870
694,351126101,0.0,3.0,10.0,0.0,0.0,155.0,1.0,0.0,0.0,0.0,180.0,1,4,21,0,0,950,7,5,0,15,1069
695,351126102,0.0,8.0,6.0,0.0,1.0,181.0,1.0,3.0,0.0,5.0,248.0,3,1,13,1,0,542,5,1,2,11,628
696,351126103,5.0,5.0,8.0,0.0,0.0,292.0,2.0,2.0,3.0,1.0,348.0,2,5,37,1,0,1170,11,2,1,14,1330
697,351126111,2.0,3.0,5.0,0.0,0.0,154.0,1.0,5.0,1.0,6.0,201.0,2,2,23,0,0,618,7,6,2,12,742
698,351126112,4.0,9.0,7.0,0.0,0.0,114.0,0.0,1.0,0.0,5.0,167.0,2,7,30,0,0,827,20,4,1,13,992
699,351126113,9.0,9.0,28.0,0.0,3.0,425.0,7.0,19.0,0.0,18.0,597.0,1,4,29,1,0,723,11,2,0,11,863
700,351126114,5.0,16.0,41.0,2.0,1.0,633.0,8.0,25.0,1.0,20.0,880.0,1,3,20,1,0,937,9,4,3,14,1107
701,351126121,9.0,22.0,51.0,1.0,1.0,605.0,4.0,12.0,8.0,21.0,898.0,1,7,27,3,0,1214,16,8,2,21,1411
702,351126122,4.0,10.0,51.0,1.0,0.0,752.0,6.0,20.0,7.0,21.0,1057.0,5,6,18,1,0,990,11,4,2,15,1148
703,351126131,7.0,10.0,34.0,0.0,3.0,503.0,9.0,17.0,15.0,24.0,733.0,0,3,14,1,0,510,9,2,0,7,596
704,351126132,2.0,6.0,33.0,0.0,0.0,542.0,6.0,11.0,14.0,5.0,717.0,2,4,33,0,0,838,12,4,3,10,1001
705,351126133,4.0,5.0,15.0,0.0,0.0,370.0,4.0,17.0,11.0,9.0,514.0,0,6,25,0,0,881,14,2,3,15,1034
706,351126141,3.0,0.0,17.0,0.0,1.0,196.0,0.0,0.0,0.0,2.0,237.0,2,4,23,0,1,622,10,4,4,14,756
707,351126142,2.0,3.0,12.0,0.0,1.0,217.0,2.0,1.0,1.0,3.0,266.0,1,4,25,2,0,778,16,3,1,16,921
708,351126151,1.0,6.0,8.0,0.0,0.0,274.0,2.0,1.0,4.0,9.0,339.0,2,8,14,0,0,671,9,3,4,8,774
709,351126152,1.0,2.0,5.0,0.0,0.0,135.0,1.0,2.0,0.0,5.0,170.0,0,1,14,0,0,478,10,1,4,12,554
710,351126161,5.0,8.0,42.0,0.0,0.0,388.0,9.0,6.0,0.0,18.0,570.0,3,11,55,1,0,1266,12,5,1,19,1517
711,351126162,2.0,1.0,2.0,0.0,0.0,167.0,1.0,3.0,2.0,1.0,193.0,0,2,19,0,1,639,11,1,2,11,746
712,351126171,0.0,5.0,7.0,1.0,0.0,168.0,3.0,4.0,2.0,2.0,209.0,0,3,23,1,0,531,9,0,1,11,634
713,351126172,1.0,0.0,3.0,0.0,0.0,92.0,2.0,1.0,1.0,1.0,115.0,1,2,18,1,0,534,13,5,0,10,626
714,351126173,2.0,5.0,9.0,0.0,2.0,509.0,7.0,1.0,4.0,2.0,593.0,1,3,23,1,1,421,11,3,3,11,529
715,351126181,1.0,4.0,47.0,1.0,0.0,570.0,9.0,9.0,11.0,11.0,750.0,1,3,19,1,0,694,7,4,3,14,807
716,351126182,0.0,0.0,5.0,0.0,0.0,59.0,3.0,2.0,2.0,0.0,80.0,3,7,24,1,0,893,15,7,2,17,1054
717,351126191,0.0,0.0,6.0,0.0,0.0,133.0,2.0,1.0,1.0,0.0,164.0,1,6,17,0,0,525,12,0,1,7,617
718,351126192,1.0,0.0,1.0,0.0,0.0,100.0,0.0,1.0,0.0,0.0,115.0,1,4,34,1,0,873,12,6,0,10,1028
719,351127001,0.0,1.0,8.0,0.0,0.0,30.0,0.0,1.0,0.0,1.0,46.0,1,3,14,0,0,419,4,5,1,6,498
720,351127002,0.0,4.0,19.0,0.0,0.0,249.0,1.0,2.0,0.0,5.0,325.0,2,2,17,0,0,409,4,5,0,10,495
721,351127003,1.0,0.0,7.0,0.0,2.0,146.0,1.0,4.0,0.0,3.0,184.0,2,2,22,0,0,676,13,8,3,17,809
722,351127004,8.0,16.0,138.0,1.0,2.0,2277.0,15.0,31.0,1.0,28.0,2845.0,1,3,24,0,0,836,8,7,3,15,987
723,351128041,1.0,1.0,3.0,0.0,0.0,79.0,3.0,1.0,2.0,2.0,112.0,5,3,29,0,0,596,8,4,1,6,722
724,351128042,1.0,1.0,7.0,0.0,0.0,190.0,2.0,2.0,3.0,5.0,268.0,1,4,20,0,2,613,6,2,3,9,739
725,351128043,0.0,1.0,10.0,2.0,0.0,243.0,5.0,2.0,2.0,4.0,336.0,2,5,31,0,1,723,4,8,1,14,887
726,351128044,0.0,2.0,6.0,0.0,0.0,266.0,1.0,2.0,3.0,1.0,304.0,1,1,27,0,0,623,3,3,3,7,760
727,351128051,1.0,0.0,6.0,0.0,0.0,117.0,0.0,0.0,0.0,2.0,159.0,1,8,39,0,2,935,12,5,6,14,1167
728,351128052,5.0,8.0,42.0,1.0,1.0,544.0,7.0,15.0,12.0,13.0,840.0,1,5,42,0,1,908,7,4,3,28,1129
729,351128053,13.0,6.0,66.0,1.0,1.0,867.0,13.0,31.0,5.0,22.0,1341.0,0,5,21,0,0,600,5,2,0,15,725
730,351128101,4.0,6.0,11.0,1.0,0.0,400.0,3.0,8.0,3.0,17.0,566.0,1,4,34,1,0,1171,6,5,2,20,1488
731,351128102,10.0,17.0,88.0,7.0,3.0,1686.0,20.0,42.0,22.0,60.0,2653.0,1,9,70,3,0,2386,13,13,3,23,2994
732,351128103,1.0,1.0,6.0,1.0,1.0,315.0,1.0,7.0,6.0,7.0,439.0,1,6,41,1,1,1355,13,5,2,21,1713
733,351128121,0.0,3.0,5.0,0.0,1.0,77.0,2.0,3.0,0.0,4.0,110.0,3,1,14,0,0,499,15,2,1,10,585
734,351128122,8.0,6.0,8.0,0.0,1.0,159.0,2.0,5.0,1.0,8.0,225.0,0,2,28,1,0,770,13,5,2,17,917
735,351128123,0.0,3.0,9.0,0.0,0.0,57.0,2.0,2.0,0.0,0.0,82.0,1,4,20,1,0,718,14,3,2,9,849
736,351128124,7.0,21.0,59.0,1.0,2.0,588.0,9.0,20.0,5.0,38.0,872.0,0,2,19,0,0,691,7,5,5,13,816
737,351128131,0.0,1.0,7.0,0.0,0.0,76.0,1.0,0.0,0.0,1.0,100.0,1,4,30,0,0,636,10,4,2,17,757
738,351128132,1.0,2.0,2.0,1.0,1.0,117.0,1.0,1.0,1.0,1.0,150.0,1,4,22,0,0,595,9,4,0,14,709
739,351128133,3.0,2.0,5.0,0.0,0.0,127.0,2.0,0.0,1.0,3.0,182.0,0,4,21,2,0,657,9,2,3,13,788
740,351128134,0.0,0.0,5.0,0.0,0.0,37.0,0.0,1.0,0.0,1.0,53.0,0,3,12,0,1,463,7,0,2,8,545
741,351128141,3.0,4.0,5.0,0.0,1.0,228.0,3.0,3.0,1.0,5.0,291.0,1,8,28,1,1,876,12,3,3,17,1062
742,351128142,3.0,1.0,3.0,1.0,0.0,151.0,3.0,0.0,1.0,6.0,188.0,0,6,26,0,2,979,12,3,2,15,1168
743,351128151,2.0,3.0,5.0,1.0,0.0,313.0,1.0,9.0,3.0,6.0,416.0,2,3,45,0,0,953,14,0,4,23,1185
744,351128152,1.0,2.0,7.0,0.0,0.0,159.0,3.0,4.0,1.0,0.0,201.0,3,8,30,1,1,1011,19,5,5,21,1241
745,351128161,18.0,36.0,87.0,4.0,4.0,2220.0,9.0,28.0,7.0,38.0,3158.0,1,1,24,1,1,765,8,7,1,12,979
746,351128162,1.0,3.0,1.0,0.0,0.0,84.0,1.0,4.0,0.0,5.0,119.0,1,3,26,0,0,543,4,1,1,10,708
747,351128163,13.0,44.0,97.0,1.0,4.0,1665.0,21.0,32.0,10.0,63.0,2666.0,3,3,40,0,0,803,11,4,3,15,1031
748,351128171,67.0,123.0,702.0,16.0,17.0,10144.0,78.0,224.0,62.0,298.0,14882.0,3,5,55,2,1,1867,24,11,5,20,2323
749,351128172,53.0,107.0,569.0,5.0,13.0,8556.0,88.0,169.0,63.0,242.0,12518.0,2,10,52,0,1,1091,21,3,3,18,1399
750,351128173,8.0,13.0,73.0,3.0,2.0,905.0,8.0,22.0,9.0,26.0,1371.0,0,3,21,0,0,673,6,1,1,11,836
751,351128181,28.0,33.0,96.0,7.0,3.0,894.0,16.0,48.0,16.0,49.0,1741.0,0,11,29,0,1,57,7,1,3,33,253
752,351128191,26.0,46.0,187.0,5.0,9.0,2177.0,41.0,49.0,25.0,94.0,3501.0,2,3,54,0,0,1151,17,9,4,16,1483
753,351128192,10.0,26.0,71.0,12.0,6.0,1060.0,13.0,28.0,12.0,44.0,1760.0,3,15,68,0,1,1855,16,11,6,34,2372
754,351128201,7.0,20.0,75.0,2.0,1.0,1250.0,14.0,17.0,4.0,49.0,2019.0,6,14,91,4,4,1860,32,14,3,34,2477
755,351128202,0.0,1.0,8.0,0.0,0.0,70.0,0.0,0.0,0.0,1.0,96.0,4,5,44,1,6,1161,20,7,2,16,1514
756,351128211,8.0,4.0,9.0,0.0,1.0,189.0,0.0,3.0,0.0,5.0,258.0,4,11,36,0,1,1081,16,5,6,24,1427
757,351128212,17.0,3.0,12.0,0.0,0.0,176.0,2.0,5.0,3.0,4.0,261.0,1,12,56,2,0,1198,22,7,6,33,1610
758,351128221,7.0,23.0,45.0,2.0,1.0,820.0,16.0,10.0,5.0,18.0,1140.0,2,7,43,0,0,1147,16,4,4,24,1428
759,351128222,1.0,4.0,14.0,0.0,1.0,230.0,4.0,4.0,1.0,6.0,314.0,4,3,31,0,1,853,13,4,2,11,1053
760,351128231,4.0,7.0,13.0,1.0,0.0,328.0,5.0,9.0,6.0,10.0,471.0,2,3,23,0,0,853,10,7,1,8,1038
